frame,track_id,x1,y1,x2,y2,cx,cy,score
96,2,134.71436,173.92435,375.7316,476.47452,255.22298,325.19943,0.8952489495277405
96,3,0.0,270.00488,26.776066,477.9691,13.388033,373.987,0.5764232277870178
96,4,536.8774,186.14243,648.51855,404.03897,592.698,295.0907,0.8349909782409668
96,5,165.37115,218.89359,260.60184,344.65897,212.9865,281.77628,0.7253072261810303
96,6,632.66315,210.62544,736.7436,476.3415,684.70337,343.48346,0.5887209177017212
96,7,47.140846,247.40053,150.23566,476.70993,98.68825,362.05524,0.6949654817581177
96,8,758.91046,209.1007,841.7072,471.5766,800.30884,340.33865,0.5304533839225769
96,9,357.27884,241.36327,425.24374,317.55753,391.2613,279.4604,0.42298951745033264
97,1,297.76642,175.7947,700.5504,475.9587,499.15842,325.8767,0.9350725412368774
97,2,135.7868,173.86356,375.65454,476.80545,255.72067,325.3345,0.8936585187911987
97,3,0.06520848,278.0743,23.794392,386.30045,11.9298,332.18738,0.3670896887779236
97,4,537.05176,186.47884,648.44763,394.23608,592.7497,290.35745,0.8563070297241211
97,5,165.35724,218.92102,258.3947,343.6929,211.87598,281.30695,0.719481885433197
97,6,630.03674,210.6373,735.2804,475.33182,682.65857,342.98456,0.6004736423492432
97,7,48.811386,247.4013,150.75778,476.93134,99.784584,362.16632,0.7166655659675598
97,8,762.7607,210.2555,838.34015,476.5542,800.5504,343.40485,0.5455783009529114
97,9,357.98788,241.42847,425.24246,317.55356,391.61517,279.49103,0.38640207052230835
98,1,295.6491,175.57262,706.1332,476.18317,500.89114,325.8779,0.9249499440193176
98,2,134.27031,174.00514,375.74887,477.04697,255.00958,325.52606,0.8990322947502136
98,3,0.028406067,270.9915,22.205967,473.05844,11.117187,372.02496,0.4145371615886688
98,4,537.0404,186.56451,648.65967,389.94025,592.85004,288.25238,0.8666812777519226
98,5,165.42946,218.64941,257.1718,343.75815,211.30063,281.2038,0.7131294012069702
98,6,633.04724,209.87047,735.4446,474.02304,684.2459,341.94675,0.5782105922698975
98,7,49.402977,247.11156,151.11815,476.89328,100.26056,362.0024,0.7000337839126587
98,8,762.46423,210.34764,838.41675,476.21405,800.4405,343.28085,0.5737652778625488
98,9,357.98788,241.42847,425.24246,317.55356,391.61517,279.49103,0.38640207052230835
99,1,297.77,175.70361,708.2336,475.93457,503.00177,325.8191,0.9211590886116028
99,2,133.28078,173.20866,376.11658,477.2724,254.69867,325.24054,0.8973260521888733
99,3,0.08137252,273.19305,21.756292,389.7862,10.918833,331.48962,0.369424045085907
99,4,537.45105,186.80974,648.48584,383.5357,592.96844,285.17273,0.8567153215408325
99,5,164.68764,218.72226,259.3628,342.09113,212.0252,280.40668,0.7118057012557983
99,6,628.76215,208.48967,735.38464,472.6219,682.07336,340.5558,0.5415003299713135
99,7,51.28938,247.03027,150.9428,476.8288,101.11609,361.92953,0.6727302074432373
99,8,763.231,210.11647,838.6631,476.4019,800.947,343.2592,0.5494792461395264
99,9,357.55273,243.68831,397.05753,317.25742,377.3051,280.47287,0.3617122769355774
100,1,301.25192,175.44159,709.37897,475.9022,505.31543,325.67188,0.9160765409469604
100,2,134.71674,172.69109,376.02582,477.1472,255.37128,324.91913,0.894838809967041
100,3,0.095391035,272.54407,20.644875,389.61942,10.370132,331.08173,0.3974372446537018
100,4,537.09937,186.59587,648.4243,380.74954,592.76184,283.6727,0.8178122639656067
100,5,165.41934,217.76346,256.04922,344.09042,210.73428,280.92694,0.7218641638755798
100,6,631.1441,206.66524,740.7899,473.0608,685.96704,339.863,0.45093661546707153
100,7,48.509754,247.12924,150.98653,476.6213,99.74814,361.87527,0.6756404638290405
100,8,762.54767,209.81654,838.55493,476.2674,800.5513,343.04196,0.5895300507545471
100,9,357.33722,243.1442,397.86008,317.15582,377.59863,280.15002,0.36224690079689026
101,1,302.48044,175.04477,709.28094,476.04504,505.88068,325.54492,0.9055094718933105
101,2,134.54938,172.54437,375.51987,477.26697,255.03462,324.90567,0.894336998462677
101,3,0.10559569,271.2678,20.9807,389.72894,10.543148,330.49835,0.37876367568969727
101,4,537.5456,186.45326,648.27106,376.9019,592.9083,281.67758,0.7968609929084778
101,5,165.28748,217.68752,256.78195,343.81992,211.03471,280.75372,0.7223597764968872
101,6,626.1995,206.2103,734.0355,417.74854,680.11755,311.97943,0.4306558668613434
101,7,48.37407,247.2465,151.07916,476.5435,99.726616,361.895,0.6825065016746521
101,8,762.44806,209.67076,838.46985,475.67914,800.459,342.67496,0.5664948225021362
101,9,358.53723,241.74919,424.32663,318.9184,391.43195,280.3338,0.374417245388031
102,1,301.65225,174.3521,710.03876,475.75586,505.84552,325.054,0.9224422574043274
102,2,138.31305,172.60573,375.1217,477.50854,256.71738,325.05713,0.890565037727356
102,3,0.080709524,273.40802,20.55661,388.5065,10.31866,330.95728,0.4121086299419403
102,4,539.07654,186.66237,648.5549,367.14877,593.8157,276.90558,0.7814812660217285
102,5,165.22429,217.76692,255.8156,344.5627,210.51994,281.16483,0.7242048382759094
102,6,629.08966,206.10764,736.22107,473.62677,682.6554,339.8672,0.5177475810050964
102,7,49.975048,244.94794,152.56708,476.43433,101.271065,360.69113,0.6758276224136353
102,8,762.8971,209.5317,838.2085,476.4243,800.5528,342.978,0.6320444345474243
102,9,358.98166,241.68716,424.43674,319.45193,391.7092,280.56955,0.38461098074913025
103,1,310.1214,174.87004,707.9083,475.503,509.01486,325.18652,0.9172574281692505
103,2,135.96532,173.76292,374.94086,477.517,255.4531,325.63995,0.8863056302070618
103,3,0.0733185,272.79272,20.277575,386.10275,10.1754465,329.44775,0.36969655752182007
103,4,539.58307,186.34697,649.3958,365.03766,594.48944,275.69232,0.7637572884559631
103,5,165.28119,217.54349,255.37321,344.51385,210.32721,281.0287,0.7443603277206421
103,6,630.1867,206.00148,736.04425,474.1781,683.1155,340.08978,0.4746735095977783
103,7,50.58455,244.83214,152.7726,476.38043,101.67857,360.6063,0.6469845771789551
103,8,794.5507,205.79707,853.7853,475.63956,824.16797,340.71832,0.36880597472190857
103,9,359.3971,241.70573,424.34982,321.99026,391.87347,281.848,0.4415532648563385
103,10,720.80865,238.94827,773.306,429.3759,747.0574,334.16208,0.36251506209373474
104,1,312.38376,174.88457,710.8224,475.72498,511.6031,325.30478,0.9322248697280884
104,2,138.67229,173.35542,373.92545,477.32312,256.29886,325.33926,0.8751630187034607
104,3,0.0733185,272.79272,20.277575,386.10275,10.1754465,329.44775,0.36969655752182007
104,4,539.1842,186.50388,648.4352,369.80145,593.8097,278.15265,0.7397661805152893
104,5,164.96834,217.5686,254.85524,341.68054,209.91179,279.62457,0.742114782333374
104,6,631.5617,205.6824,736.5424,473.2951,684.05206,339.48877,0.4518587589263916
104,7,52.295002,244.84328,152.908,476.04565,102.6015,360.44446,0.6728730201721191
104,8,763.21545,209.28983,837.9525,475.99985,800.584,342.64484,0.6353409886360168
104,9,359.58328,241.76796,424.70084,322.14996,392.14206,281.95895,0.42256805300712585
104,10,720.80865,238.94827,773.306,429.3759,747.0574,334.16208,0.36251506209373474
105,1,312.06467,173.53029,708.81635,475.5458,510.4405,324.53806,0.9286019206047058
105,2,133.83348,174.39868,375.5124,477.46268,254.67294,325.93066,0.8781124949455261
105,3,0.0733185,272.79272,20.277575,386.10275,10.1754465,329.44775,0.36969655752182007
105,4,538.24255,186.75232,647.959,377.39676,593.10077,282.07452,0.7605800628662109
105,5,165.14055,217.37958,255.18025,340.68402,210.1604,279.0318,0.7410030364990234
105,6,634.0083,205.92215,734.80505,474.8783,684.4067,340.4002,0.5129091739654541
105,7,57.78445,246.21577,151.9802,476.37045,104.882324,361.29312,0.676369845867157
105,8,793.4156,204.3399,853.78796,475.68723,823.6018,340.01355,0.3660576641559601
105,9,359.6108,241.77689,424.88312,323.36304,392.24695,282.56995,0.4171723425388336
105,10,720.80865,238.94827,773.306,429.3759,747.0574,334.16208,0.36251506209373474
106,1,312.1671,172.45291,709.8503,475.7051,511.0087,324.079,0.926480233669281
106,2,133.83194,175.60396,375.01694,477.80872,254.42444,326.70633,0.8935098052024841
106,3,0.04476863,271.13367,20.734667,477.76016,10.389718,374.4469,0.38120362162590027
106,4,537.24005,186.86487,648.10834,380.6153,592.6742,283.74008,0.7887229323387146
106,5,165.10992,217.44666,254.38568,339.51465,209.7478,278.48065,0.7417041659355164
106,6,637.5598,209.13348,737.5873,475.0639,687.57355,342.0987,0.49451014399528503
106,7,59.64871,246.38896,151.98576,476.57428,105.81724,361.48163,0.6763682961463928
106,8,764.0515,209.27,838.3573,476.54944,801.2044,342.90973,0.627558171749115
106,9,359.68707,241.7497,424.93668,325.2644,392.3119,283.50705,0.4527166783809662
106,10,720.80865,238.94827,773.306,429.3759,747.0574,334.16208,0.36251506209373474
106,11,620.02454,206.80206,679.57367,374.07587,649.7991,290.43896,0.44884252548217773
107,1,316.47324,171.34026,709.5641,475.7989,513.0187,323.56958,0.9341530203819275
107,2,133.87778,175.28687,373.91837,477.95984,253.89807,326.62335,0.8851703405380249
107,3,0.042621825,270.5389,20.707767,475.87402,10.375195,373.20648,0.3715829849243164
107,4,537.922,186.47964,648.86975,380.01978,593.3959,283.2497,0.7580763697624207
107,5,164.97823,217.5963,253.30296,338.3122,209.1406,277.95425,0.7419397830963135
107,6,644.8482,206.81624,738.80176,475.12302,691.82495,340.96964,0.5192650556564331
107,7,61.456505,246.2639,152.22646,476.16214,106.84148,361.213,0.6564194560050964
107,8,765.79974,209.19592,838.2218,476.1757,802.01074,342.6858,0.6014185547828674
107,9,360.37515,241.77567,424.69424,325.52914,392.5347,283.6524,0.4155077636241913
107,10,719.0765,239.88733,773.74286,439.99826,746.40967,339.9428,0.37449678778648376
107,11,621.00336,206.65918,679.1019,371.92368,650.0526,289.29144,0.3724524974822998
108,1,317.88455,171.37785,707.2903,475.7929,512.5874,323.5854,0.9285275936126709
108,2,126.59517,174.81274,372.32077,477.62408,249.45798,326.2184,0.9009111523628235
108,3,0.042621825,270.5389,20.707767,475.87402,10.375195,373.20648,0.3715829849243164
108,4,537.05176,186.70561,647.76355,380.38522,592.40765,283.5454,0.7505726218223572
108,5,165.12097,217.67253,252.67117,337.225,208.89607,277.44876,0.7397486567497253
108,6,640.66925,206.71143,738.5246,475.218,689.5969,340.96472,0.5454503893852234
108,7,63.959915,246.29982,151.979,475.9617,107.96946,361.13077,0.6355519890785217
108,8,764.6741,209.5231,838.4156,475.71945,801.5448,342.62128,0.6110456585884094
108,9,359.75702,243.25247,397.34494,324.60205,378.55096,283.92725,0.38414090871810913
108,10,718.59155,239.09908,775.63416,440.21036,747.11285,339.65472,0.41491496562957764
108,11,621.00336,206.65918,679.1019,371.92368,650.0526,289.29144,0.3724524974822998
109,1,321.14902,169.5553,704.8851,475.75732,513.017,322.6563,0.9294559955596924
109,2,127.6927,175.41612,372.5633,477.1779,250.12799,326.297,0.8996649980545044
109,3,0.042621825,270.5389,20.707767,475.87402,10.375195,373.20648,0.3715829849243164
109,4,535.64545,186.8834,648.4828,380.5268,592.0641,283.7051,0.7834147810935974
109,5,165.22388,217.60191,251.4772,337.13705,208.35054,277.36948,0.7379412651062012
109,6,641.49304,206.47629,741.734,475.96973,691.6135,341.22302,0.5065268278121948
109,7,65.8238,246.113,151.78105,476.34225,108.80243,361.22763,0.6394668221473694
109,8,765.1126,209.48788,838.6114,475.35217,801.862,342.42004,0.6313044428825378
109,9,359.64218,243.40187,397.6913,324.78717,378.66675,284.0945,0.40658870339393616
109,10,719.4088,238.72862,775.2577,438.2009,747.33325,338.46475,0.4559680223464966
109,11,621.00336,206.65918,679.1019,371.92368,650.0526,289.29144,0.3724524974822998
110,1,324.69562,169.96822,705.2838,475.6318,514.98975,322.80002,0.9303560256958008
110,2,125.37123,175.21849,371.80377,477.08035,248.5875,326.1494,0.9040577411651611
110,3,0.042621825,270.5389,20.707767,475.87402,10.375195,373.20648,0.3715829849243164
110,4,533.44916,186.89896,648.0657,380.3915,590.75745,283.64523,0.7694718837738037
110,5,165.21991,217.43732,251.38991,335.89096,208.3049,276.66412,0.7336233854293823
110,6,636.737,205.37375,740.5299,476.51584,688.6334,340.9448,0.5091790556907654
110,7,61.64075,246.04572,152.69475,475.988,107.16775,361.01685,0.6421837210655212
110,8,765.37994,209.39711,838.41113,474.952,801.8955,342.17456,0.6339944005012512
110,9,360.44064,242.10547,425.8805,325.72006,393.16058,283.91278,0.3972519040107727
110,10,720.6046,237.9573,775.7862,437.65863,748.19543,337.80798,0.4471666216850281
110,11,621.00336,206.65918,679.1019,371.92368,650.0526,289.29144,0.3724524974822998
111,1,325.47708,167.09546,706.34375,475.85245,515.9104,321.47394,0.9291152358055115
111,2,126.596146,175.10104,371.05182,477.08084,248.82397,326.09094,0.9062722325325012
111,3,0.042621825,270.5389,20.707767,475.87402,10.375195,373.20648,0.3715829849243164
111,4,528.57336,186.56267,647.97614,376.6919,588.2748,281.6273,0.7570464611053467
111,5,165.12537,217.30869,250.02225,335.5911,207.5738,276.4499,0.7184374332427979
111,6,635.25934,206.81248,737.6389,474.48996,686.4491,340.6512,0.3713860511779785
111,7,66.58186,245.84962,152.61388,475.8161,109.59787,360.83286,0.6072297096252441
111,8,765.4856,209.45665,838.457,474.7751,801.9713,342.11588,0.6580913662910461
111,9,360.1236,243.40352,398.51276,322.87186,379.31818,283.1377,0.3672269582748413
111,10,722.0594,238.22084,775.9654,435.806,749.0124,337.01343,0.36236608028411865
111,11,621.00336,206.65918,679.1019,371.92368,650.0526,289.29144,0.3724524974822998
112,1,326.50726,165.24362,707.0055,476.22598,516.75635,320.7348,0.9297462701797485
112,2,126.34781,175.05917,369.9199,477.1741,248.13385,326.11664,0.9050737023353577
112,3,0.042621825,270.5389,20.707767,475.87402,10.375195,373.20648,0.3715829849243164
112,4,529.89465,186.90572,647.41705,376.9443,588.6559,281.92502,0.781380832195282
112,5,165.02055,217.17091,249.08887,335.6476,207.05472,276.40927,0.7162721753120422
112,6,641.11774,204.86986,734.4956,475.36087,687.80664,340.11536,0.4649457037448883
112,7,62.269054,245.97588,151.93092,475.96906,107.09999,360.97247,0.6099703907966614
112,8,764.437,209.20348,838.3157,475.49078,801.37634,342.34714,0.6602917313575745
112,9,360.73303,241.85425,426.0099,324.6372,393.37146,283.24573,0.43632954359054565
112,10,720.8112,238.0144,777.4844,432.81573,749.1478,335.41507,0.42181941866874695
112,11,621.00336,206.65918,679.1019,371.92368,650.0526,289.29144,0.3724524974822998
113,1,328.31802,165.15863,709.2954,475.97897,518.8067,320.5688,0.9279926419258118
113,2,127.14541,175.09529,368.53934,476.88995,247.84238,325.9926,0.9096116423606873
113,3,0.042621825,270.5389,20.707767,475.87402,10.375195,373.20648,0.3715829849243164
113,4,528.0893,186.91145,647.4056,378.38663,587.74744,282.64905,0.7609854340553284
113,5,164.89119,217.18709,248.59967,335.4883,206.74542,276.3377,0.7161081433296204
113,6,640.9646,204.90402,732.682,475.39294,686.8233,340.1485,0.4231424629688263
113,7,65.135994,246.01906,151.37544,476.27594,108.25572,361.1475,0.570713996887207
113,8,765.01843,209.0821,838.1859,475.48065,801.6022,342.28137,0.6464954614639282
113,9,360.23834,242.04349,425.87094,323.68625,393.05463,282.86487,0.36484429240226746
113,10,719.2172,237.95676,776.92926,432.37277,748.07324,335.16476,0.46147939562797546
113,11,621.00336,206.65918,679.1019,371.92368,650.0526,289.29144,0.3724524974822998
114,1,329.15997,162.85585,709.7538,476.33023,519.4569,319.59305,0.9131840467453003
114,2,126.997375,174.8891,367.2808,476.62906,247.13908,325.7591,0.9026078581809998
114,3,0.059079833,261.5021,20.96751,472.82608,10.513295,367.1641,0.39465096592903137
114,4,528.29175,186.62592,647.86017,375.6304,588.0759,281.12817,0.7651234269142151
114,5,164.96574,216.8506,247.63277,334.76712,206.29926,275.80887,0.7183867692947388
114,6,625.0747,205.81204,734.598,357.91995,679.83636,281.866,0.39469993114471436
114,7,51.440407,244.73103,153.49582,473.80713,102.46811,359.26907,0.536666750907898
114,8,764.65173,209.0626,837.69116,475.80994,801.17145,342.43628,0.6171169877052307
114,9,361.04758,243.22035,397.5251,320.8064,379.28632,282.01337,0.3665693700313568
114,10,719.2255,238.04381,777.8748,432.6417,748.5502,335.34274,0.44504228234291077
114,11,621.00336,206.65918,679.1019,371.92368,650.0526,289.29144,0.3724524974822998
115,1,330.12326,162.8245,712.10455,476.16083,521.1139,319.49268,0.9168789386749268
115,2,126.04803,174.59505,368.16745,476.58795,247.10774,325.5915,0.9039713144302368
115,3,0.059079833,261.5021,20.96751,472.82608,10.513295,367.1641,0.39465096592903137
115,4,533.68713,186.92673,647.528,379.69977,590.60754,283.31323,0.8209599852561951
115,5,165.08151,216.82837,245.12451,334.9164,205.10301,275.87238,0.7260401248931885
115,6,625.0747,205.81204,734.598,357.91995,679.83636,281.866,0.39469993114471436
115,7,50.080402,245.07187,153.23726,473.95822,101.65883,359.51505,0.5326878428459167
115,8,764.1708,209.0124,837.69885,475.93286,800.9348,342.47263,0.6398847103118896
115,9,361.04675,242.95073,397.7897,318.12262,379.4182,280.53668,0.36333155632019043
115,10,719.9303,238.12036,776.8549,435.06302,748.3926,336.59167,0.47629037499427795
115,11,621.00336,206.65918,679.1019,371.92368,650.0526,289.29144,0.3724524974822998
116,1,330.40585,163.98067,712.20526,476.24805,521.30554,320.11435,0.872563362121582
116,2,125.19539,174.60057,368.04114,476.45248,246.61826,325.52652,0.8962171077728271
116,3,0.041734852,270.0411,20.981186,380.31998,10.51146,325.18054,0.38565897941589355
116,4,529.34906,187.20058,647.16455,381.19708,588.25684,284.19882,0.7699936032295227
116,5,165.32643,216.80646,244.74826,334.38165,205.03735,275.59406,0.7289906740188599
116,6,635.46735,205.40152,736.7888,472.5571,686.12805,338.9793,0.36725595593452454
116,7,49.24237,245.5319,153.04134,473.3012,101.14185,359.41656,0.5317155122756958
116,8,764.43024,209.03088,837.7388,475.86743,801.0845,342.44916,0.6459652781486511
116,9,361.04675,242.95073,397.7897,318.12262,379.4182,280.53668,0.36333155632019043
116,10,719.97815,239.24239,774.77484,435.2003,747.37646,337.22134,0.4511314034461975
116,11,621.00336,206.65918,679.1019,371.92368,650.0526,289.29144,0.3724524974822998
116,12,0.0,263.16132,57.007812,473.1956,28.503906,368.17847,0.3713959753513336
117,1,331.56262,163.9529,712.2806,476.1574,521.92163,320.05515,0.8950487375259399
117,2,123.55829,174.4058,367.4721,476.4697,245.5152,325.43774,0.8831803798675537
117,3,0.048474323,269.40485,21.43231,379.26657,10.740393,324.3357,0.37867140769958496
117,4,530.88806,187.73135,647.1292,379.27567,589.00867,283.5035,0.7568191885948181
117,5,165.41557,216.69342,244.34047,334.01123,204.87802,275.35233,0.7613149881362915
117,6,635.5685,205.58069,739.09283,469.33453,687.3307,337.4576,0.39163994789123535
117,7,61.37617,245.9226,153.06252,469.95062,107.219345,357.9366,0.449957013130188
117,8,764.43085,209.16463,837.7952,475.75067,801.11304,342.45764,0.6381407976150513
117,9,361.04675,242.95073,397.7897,318.12262,379.4182,280.53668,0.36333155632019043
117,10,720.3598,239.53624,774.1467,435.16733,747.2533,337.35178,0.4453098475933075
117,11,621.00336,206.65918,679.1019,371.92368,650.0526,289.29144,0.3724524974822998
117,12,0.0,264.6983,73.40203,476.12555,36.701015,370.41193,0.5278273224830627
118,1,333.41895,161.56908,711.82996,475.93976,522.62445,318.75443,0.9094454050064087
118,2,122.581955,175.6337,365.7161,476.27374,244.14902,325.95374,0.8554666042327881
118,3,0.063264005,265.1062,22.134312,366.5689,11.098788,315.83755,0.36929595470428467
118,4,535.66406,188.32394,647.029,379.22385,591.34656,283.7739,0.7527068257331848
118,5,165.30348,216.94716,244.22765,333.78638,204.76556,275.36676,0.7496821284294128
118,6,635.5685,205.58069,739.09283,469.33453,687.3307,337.4576,0.39163994789123535
118,7,48.769043,246.85751,150.6163,472.64087,99.69267,359.7492,0.5231385231018066
118,8,764.97943,209.26321,837.7468,475.80853,801.36316,342.5359,0.6189322471618652
118,9,361.04675,242.95073,397.7897,318.12262,379.4182,280.53668,0.36333155632019043
118,10,720.1493,239.97087,774.9448,436.19543,747.54706,338.08316,0.4198240339756012
118,11,621.00336,206.65918,679.1019,371.92368,650.0526,289.29144,0.3724524974822998
118,12,0.0,264.6983,73.40203,476.12555,36.701015,370.41193,0.5278273224830627
119,1,333.54922,161.4321,707.4293,476.1726,520.48926,318.80237,0.8591219782829285
119,2,122.328865,174.18677,363.54916,476.34225,242.93901,325.26453,0.8934721350669861
119,3,0.063264005,265.1062,22.134312,366.5689,11.098788,315.83755,0.36929595470428467
119,4,535.36346,188.70726,647.0068,378.77896,591.1851,283.7431,0.743403434753418
119,5,165.0939,217.09673,244.40303,333.37122,204.74847,275.23398,0.7478809952735901
119,6,635.5685,205.58069,739.09283,469.33453,687.3307,337.4576,0.39163994789123535
119,7,59.79333,246.62311,152.44704,471.6761,106.120186,359.1496,0.45320215821266174
119,8,763.8824,209.66554,837.7485,476.83832,800.8154,343.25192,0.6038637161254883
119,9,361.04675,242.95073,397.7897,318.12262,379.4182,280.53668,0.36333155632019043
119,10,719.6091,239.10828,775.78326,435.2018,747.69617,337.15503,0.36306679248809814
119,11,621.00336,206.65918,679.1019,371.92368,650.0526,289.29144,0.3724524974822998
119,12,0.0,264.6983,73.40203,476.12555,36.701015,370.41193,0.5278273224830627
120,1,335.45392,160.92519,710.1597,476.0471,522.8068,318.48615,0.920231819152832
120,2,120.747795,174.19421,361.12564,476.18863,240.93672,325.1914,0.8902097940444946
120,3,0.063264005,265.1062,22.134312,366.5689,11.098788,315.83755,0.36929595470428467
120,4,535.4358,188.42192,647.34717,376.6183,591.3915,282.5201,0.7477520704269409
120,5,165.19724,217.13155,244.4888,333.62396,204.84302,275.37775,0.7401173114776611
120,6,639.96954,204.98904,739.3108,474.56985,689.64014,339.77945,0.4874730110168457
120,7,65.592476,245.0436,151.61278,472.0002,108.60263,358.5219,0.45719990134239197
120,8,763.9786,209.51659,837.7259,476.80792,800.85223,343.16226,0.6264895796775818
120,9,361.04675,242.95073,397.7897,318.12262,379.4182,280.53668,0.36333155632019043
120,10,720.38837,238.95656,775.42,432.29532,747.9042,335.62595,0.3863368332386017
120,11,621.00336,206.65918,679.1019,371.92368,650.0526,289.29144,0.3724524974822998
120,12,0.0,264.6983,73.40203,476.12555,36.701015,370.41193,0.5278273224830627
121,1,336.10175,160.96115,680.1741,476.66318,508.1379,318.81216,0.8831971883773804
121,2,119.5087,174.06956,359.7669,475.9224,239.6378,324.99597,0.888221800327301
121,3,0.063264005,265.1062,22.134312,366.5689,11.098788,315.83755,0.36929595470428467
121,4,536.8777,188.51253,647.57794,375.89038,592.2278,282.20145,0.7624192237854004
121,5,165.2628,217.0608,244.35478,333.99258,204.80879,275.5267,0.7630175948143005
121,6,639.82324,205.28291,741.6038,474.39435,690.7135,339.83862,0.49720829725265503
121,7,65.75078,246.95605,152.61407,467.36087,109.18243,357.15845,0.4445255696773529
121,8,763.8101,209.5981,837.89923,477.48026,800.8547,343.53918,0.6170675158500671
121,9,361.04675,242.95073,397.7897,318.12262,379.4182,280.53668,0.36333155632019043
121,10,719.9212,239.5536,773.72754,438.57913,746.82434,339.06638,0.37187156081199646
121,11,621.00336,206.65918,679.1019,371.92368,650.0526,289.29144,0.3724524974822998
121,12,0.0,244.69719,74.18987,470.1499,37.094936,357.42355,0.41063034534454346
122,1,338.34274,162.06686,673.882,476.83203,506.11237,319.44946,0.8843898773193359
122,2,117.81255,173.954,356.15872,476.16998,236.98564,325.06198,0.8903470635414124
122,3,0.063264005,265.1062,22.134312,366.5689,11.098788,315.83755,0.36929595470428467
122,4,536.6078,188.51692,647.471,374.22537,592.0394,281.37115,0.7487362027168274
122,5,165.27814,216.87679,244.06453,333.8026,204.67133,275.3397,0.7550653219223022
122,6,642.6497,207.52803,741.84094,473.66095,692.24536,340.59448,0.4781286120414734
122,7,70.10127,245.86482,152.9845,471.76816,111.542885,358.8165,0.44732552766799927
122,8,763.7968,209.44249,837.5,477.29578,800.64844,343.36914,0.5976144075393677
122,9,361.04675,242.95073,397.7897,318.12262,379.4182,280.53668,0.36333155632019043
122,10,719.9212,239.5536,773.72754,438.57913,746.82434,339.06638,0.37187156081199646
122,11,621.00336,206.65918,679.1019,371.92368,650.0526,289.29144,0.3724524974822998
122,12,0.0,220.58899,66.25773,469.85513,33.128864,345.22205,0.5106701850891113
123,1,340.7022,162.23302,661.98834,476.4368,501.34528,319.3349,0.8953778743743896
123,2,117.31476,173.89906,356.10583,476.186,236.7103,325.04254,0.8897062540054321
123,3,0.063264005,265.1062,22.134312,366.5689,11.098788,315.83755,0.36929595470428467
123,4,537.7019,188.8833,646.55774,377.46793,592.1298,283.1756,0.7493276596069336
123,5,165.04482,216.8412,243.58188,333.7982,204.31335,275.3197,0.7531872391700745
123,6,643.40424,207.48463,741.2063,474.05164,692.3053,340.76813,0.5416947603225708
123,7,54.326805,245.32814,152.92072,472.97235,103.623764,359.15024,0.4762696623802185
123,8,762.83936,209.30972,837.11346,477.53027,799.97644,343.41998,0.5951235294342041
123,9,360.14157,243.06728,398.87567,317.52368,379.5086,280.29547,0.3536941111087799
123,10,719.6171,239.4254,773.4801,438.84955,746.5486,339.13748,0.35314732789993286
123,11,621.00336,206.65918,679.1019,371.92368,650.0526,289.29144,0.3724524974822998
