start_frame,end_frame,crowd_count,occupancy,mean_speed,median_speed,speed_std,dir_entropy,mean_pairwise_distance,risk_raw,risk_score,risk_ema,act_p_Normal,act_p_Light_Panic,act_p_Fight,act_p_Violent_Group,act_p_Stampede,act_entropy,act_top_prob,act_top2_gap,act_abnormal_prob,vel_hist_0,vel_hist_1,vel_hist_2,vel_hist_3,vel_hist_4,vel_hist_5,vel_hist_6,vel_hist_7,density_0,density_1,density_2,density_3,density_4,density_5,density_6,density_7,density_8,density_9,density_10,density_11,density_12,density_13,density_14,density_15
272,303,16,0.8530145883560181,1.6536249147645692,0.4604317096828875,5.314822958162511,0.9778011208988061,253.53619384765625,3.045354082169488,0.6349937645119152,0.6222318852546719,1.0,0.0,0.0,0.0,0.0,-0.0,1.0,1.0,0.0,0.9632352941176471,0.0196078431372549,0.0024509803921568627,0.0024509803921568627,0.0,0.0024509803921568627,0.004901960784313725,0.004901960784313725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19339622595897116,0.2877358483779815,0.2146226410032485,0.22641509380562477,0.0,0.0,0.03773584896760413,0.040094339528079385
288,319,17,0.7447750568389893,1.4841837751434097,0.2316440602123418,5.720897390946246,0.9621486554833903,315.3466796875,3.029097311989335,0.634308411496783,0.6258548431273052,1.0,0.0,0.0,0.0,0.0,-0.0,1.0,1.0,0.0,0.965034965034965,0.013986013986013986,0.002331002331002331,0.0,0.002331002331002331,0.002331002331002331,0.004662004662004662,0.009324009324009324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2533632281314726,0.20403587398198234,0.2399103133634298,0.21524663628868468,0.0,0.0,0.02017937215206419,0.06726457384021396
304,335,16,0.674501359462738,2.1030233327481747,0.2489926969525897,7.023870683769521,0.9664934288729188,312.77740478515625,3.4746859929884493,0.6528886766092489,0.6339649931718883,1.0,0.0,0.0,0.0,0.0,-0.0,1.0,1.0,0.0,0.9439024390243902,0.02195121951219512,0.0024390243902439024,0.0024390243902439024,0.0,0.00975609756097561,0.007317073170731708,0.012195121951219513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26760563317463465,0.17605633761489123,0.29812206502788247,0.22535211214706077,0.0,0.0,0.0,0.03286384968811303
320,351,17,0.7358522415161133,3.0276353367213678,0.5416679658362202,7.6150389555614195,0.9706322019222603,319.9269714355469,3.9356892991761168,0.6716329332879725,0.6452653752067135,1.0,0.0,0.0,0.0,0.0,-0.0,1.0,1.0,0.0,0.9002493765586035,0.04987531172069826,0.004987531172069825,0.012468827930174564,0.007481296758104738,0.012468827930174564,0.007481296758104738,0.004987531172069825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2488038271559717,0.21052631528582222,0.3038277504693116,0.23684210469654998,0.0,0.0,0.0,0.0
336,367,19,0.9052718877792358,2.9152203395351646,0.0,7.567798441920674,0.9742873026729445,280.00927734375,3.8858302837059338,0.6696305562697626,0.6525749295256282,1.0,0.0,0.0,0.0,0.0,-0.0,1.0,1.0,0.0,0.8977777777777778,0.051111111111111114,0.011111111111111112,0.011111111111111112,0.0,0.011111111111111112,0.015555555555555555,0.0022222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23880596964007256,0.17057569260005184,0.2366737734825719,0.30063965820759136,0.0,0.01918976541750583,0.02132196157500648,0.012793176945003887
352,383,25,0.9532569646835327,2.970808820205723,0.0,7.900539810677532,0.9248850312338728,295.7328186035156,3.928335518424243,0.6713379895537731,0.6582038475340717,1.0,0.0,0.0,0.0,0.0,-0.0,1.0,1.0,0.0,0.9094412331406551,0.05009633911368015,0.017341040462427744,0.007707129094412331,0.01348747591522158,0.0,0.0,0.0019267822736030828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24080882308674847,0.13419117622391327,0.1213235291887435,0.34558823465884514,0.007352941162954152,0.04595588226846345,0.049632352849940525,0.05514705872215614
368,399,35,1.1645883321762085,4.1561274820956084,0.0,9.47273873597723,0.8700098707331478,346.70989990234375,4.605367725674717,0.6979046064964921,0.6701140752227978,1.0,0.0,0.0,0.0,0.0,-0.0,1.0,1.0,0.0,0.8497409326424871,0.08981001727115717,0.03281519861830743,0.017271157167530225,0.0051813471502590676,0.0017271157167530224,0.0,0.0034542314335060447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19543973909537501,0.0944625405627646,0.050488599266305216,0.29967426661290836,0.0863192181004573,0.0863192181004573,0.061889250713535425,0.1254071659195323
384,415,38,1.119283676147461,3.6873768146799333,0.0,8.330760266523274,0.9238628060976757,349.33056640625,4.27888244950907,0.6852442983906737,0.6746531421731605,1.0,0.0,0.0,0.0,0.0,-0.0,1.0,1.0,0.0,0.8633193863319386,0.08786610878661087,0.030683403068340307,0.009762900976290097,0.005578800557880056,0.001394700139470014,0.0,0.001394700139470014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1072847680698215,0.054304635689662734,0.062251655546686546,0.26887417182930573,0.14834437066444453,0.12450331109337309,0.0556291389991667,0.17880794678303583
400,431,37,1.157418131828308,2.7087150654743,0.0,6.759090370646826,0.9150847637641997,289.0295104980469,3.646400440045264,0.6599299120651838,0.6702361731407674,1.0,0.0,0.0,0.0,0.0,-0.0,1.0,1.0,0.0,0.8484472049689441,0.062111801242236024,0.037267080745341616,0.024844720496894408,0.014906832298136646,0.009937888198757764,0.0,0.002484472049689441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08313539182525488,0.052256532004445924,0.09857482173565936,0.2660332538408156,0.12114014237394283,0.11757719701000333,0.04988123509515293,0.2114014249270767
416,447,42,1.6007919311523438,2.884609042688027,0.0,7.699769224014462,0.8068820102426819,287.09063720703125,3.7929382068229893,0.665883529535341,0.6689303800591395,1.0,0.0,0.0,0.0,0.0,-0.0,1.0,1.0,0.0,0.8724226804123711,0.04896907216494845,0.03479381443298969,0.024484536082474227,0.015463917525773196,0.001288659793814433,0.0,0.002577319587628866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11491442528739068,0.05378973098558713,0.11369193140135461,0.2652811732698274,0.10513447419910212,0.0635696820738757,0.048899755441442844,0.23471882611892564
432,463,43,1.0519057512283325,2.7332450099907963,0.0,7.224434144868001,0.8715140975560745,311.1133117675781,3.6998715842601637,0.6621083484638143,0.6668837705805419,1.0,0.0,0.0,0.0,0.0,-0.0,1.0,1.0,0.0,0.8711276332094176,0.05452292441140025,0.040892193308550186,0.021065675340768277,0.008674101610904586,0.0012391573729863693,0.0,0.0024783147459727386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13294117631418687,0.0635294116899654,0.11999999985882354,0.28823529377854673,0.11999999985882354,0.045882352887197234,0.03999999995294118,0.18941176448304498
448,479,44,0.7953238487243652,2.12685112170425,0.0,6.087401050908522,0.941404041495464,321.99603271484375,3.328693031215257,0.646848945144903,0.6608733229498502,1.0,0.0,0.0,0.0,0.0,-0.0,1.0,1.0,0.0,0.8854296388542964,0.058530510585305104,0.023661270236612703,0.0161892901618929,0.0112079701120797,0.0,0.0037359900373599006,0.0012453300124533001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10271546623056026,0.05312868942960013,0.1617473433745604,0.3187721365776008,0.1180637542880003,0.09090909080176023,0.018890200686080046,0.13577331743120033
464,495,34,0.5713145732879639,1.9673930663665995,0.0,5.1766850351809515,0.9585100628171288,263.41754150390625,3.13856601951406,0.6389127690288269,0.6542851567735432,1.0,0.0,0.0,0.0,0.0,-0.0,1.0,1.0,0.0,0.8797564687975646,0.0730593607305936,0.030441400304414,0.0076103500761035,0.0060882800608828,0.0,0.0015220700152207,0.0015220700152207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04052098402240089,0.018813314010400414,0.17366136009600383,0.3212735161776071,0.12879884207120285,0.13748191007600302,0.02170767001200048,0.15774240208720347
480,511,29,0.18490366637706757,2.3295666317131034,0.0,5.4995087802068285,0.8430154640815718,304.2714538574219,2.7248214795742056,0.6213829031241913,0.6444144806787375,1.0,0.0,0.0,0.0,0.0,-0.0,1.0,1.0,0.0,0.825,0.09166666666666666,0.04583333333333333,0.022916666666666665,0.008333333333333333,0.004166666666666667,0.0,0.0020833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07858546153519556,0.34381139421648055,0.123772101917933,0.09430255384223467,0.04911591345949722,0.3104125730640225
496,527,25,0.19226588308811188,1.7089699035430603,0.0,5.423325876796743,0.7479537173442825,126.67733764648438,2.4265237507429145,0.6085416270090724,0.633652624577838,1.0,0.0,0.0,0.0,0.0,-0.0,1.0,1.0,0.0,0.8929440389294404,0.0340632603406326,0.0340632603406326,0.0170316301703163,0.014598540145985401,0.004866180048661801,0.0,0.0024330900243309003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37155963217532195,0.05045871548059928,0.0022935779763908763,0.02522935774029964,0.5504587143338103
512,543,26,0.20348146557807922,1.2809085137469032,0.0,4.539375540941216,0.8393007096525178,77.6041259765625,2.2055538994192654,0.5989302511921563,0.6232359125621334,1.0,0.0,0.0,0.0,0.0,-0.0,1.0,1.0,0.0,0.9084668192219679,0.020594965675057208,0.018306636155606407,0.016018306636155607,0.006864988558352402,0.013729977116704805,0.006864988558352402,0.009153318077803204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44924405950487245,0.006479481627474122,0.0,0.0,0.5442764567078262
528,559,26,0.27556896209716797,1.9841355137368366,0.0,6.505958219846759,0.9737596098908453,87.06088256835938,3.042726107569358,0.6348830113270999,0.6267300421916233,1.0,0.0,0.0,0.0,0.0,-0.0,1.0,1.0,0.0,0.9054325955734407,0.028169014084507043,0.022132796780684104,0.018108651911468814,0.012072434607645875,0.008048289738430584,0.004024144869215292,0.002012072434607646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6367112798533245,0.0,0.0,0.009560229427227096,0.3537284888074025
544,575,25,0.2485036551952362,1.567483481767728,0.0,6.222210477093714,0.9480133364157712,84.95885467529297,2.7503922036472845,0.6224760891124266,0.6254538562678642,1.0,0.0,0.0,0.0,0.0,-0.0,1.0,1.0,0.0,0.9292929292929293,0.01616161616161616,0.024242424242424242,0.00808080808080808,0.006060606060606061,0.00808080808080808,0.00404040404040404,0.00404040404040404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7423076908801776,0.0,0.0,0.01153846151627219,0.24615384568047338
560,591,34,0.35582220554351807,1.0560552475618417,0.0,3.8992429996067983,0.8328842804988481,130.84597778320312,2.396594643133517,0.6072445598179707,0.6199910673328961,1.0,0.0,0.0,0.0,0.0,-0.0,1.0,1.0,0.0,0.9201596806387226,0.05189620758483034,0.023952095808383235,0.001996007984031936,0.0,0.0,0.0,0.001996007984031936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15327102775089527,0.0,0.0,0.0,0.5682242980033191,0.0,0.001869158875010918,0.08037383162546947,0.1962616818761464
576,607,34,0.18295861780643463,0.8907989418474632,0.0,3.153893299308135,0.7737283570754548,219.4445343017578,1.7510371227088455,0.5789270514588784,0.6076718625706907,1.0,0.0,0.0,0.0,0.0,-0.0,1.0,1.0,0.0,0.9172413793103448,0.0017241379310344827,0.022413793103448276,0.02413793103448276,0.017241379310344827,0.006896551724137931,0.008620689655172414,0.0017241379310344827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3159609115375229,0.0,0.0,0.0,0.2931596086430625,0.029315960864306254,0.06840390868338125,0.17589576518583752,0.11726384345722501
592,623,32,0.11269508302211761,0.6803607189993593,0.0,3.1638084875129246,0.8455348135927412,314.14532470703125,1.5357741641130889,0.5693578466158129,0.5961776577842274,1.0,0.0,0.0,0.0,0.0,-0.0,1.0,1.0,0.0,0.9483333333333334,0.011666666666666667,0.023333333333333334,0.011666666666666667,0.0016666666666666668,0.0,0.0016666666666666668,0.0016666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27056961982504807,0.0,0.0,0.0,0.1819620250285411,0.08544303783948887,0.2294303793838127,0.18829113894257732,0.044303797398253485
608,639,28,0.11538852751255035,1.105757640320672,0.0,3.9753119324669197,0.9345956559079116,262.2067565917969,1.8878285860331931,0.5849777213588444,0.5928176768566125,1.0,0.0,0.0,0.0,0.0,-0.0,1.0,1.0,0.0,0.9163179916317992,0.029288702928870293,0.02092050209205021,0.02092050209205021,0.006276150627615063,0.0020920502092050207,0.0020920502092050207,0.0020920502092050207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1245059286076958,0.0,0.0,0.0,0.19762845810745364,0.12648221318877034,0.3952569162149073,0.14229248983736661,0.013833992067521755
624,655,19,0.13190867006778717,1.4208212113995606,0.0,3.7414035979225586,0.8606217498342111,258.2338562011719,1.9756837272994816,0.5888504484461491,0.5916275083334734,1.0,0.0,0.0,0.0,0.0,-0.0,1.0,1.0,0.0,0.849624060150376,0.05639097744360902,0.03759398496240601,0.018796992481203006,0.015037593984962405,0.011278195488721804,0.007518796992481203,0.0037593984962406013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07017543835026162,0.0,0.0,0.0,0.301754384906125,0.13684210478301015,0.4245614020190828,0.06666666643274854,0.0
640,671,19,0.12760259211063385,1.3821407568868262,0.0,3.5672814801722668,0.9669545386499959,268.842529296875,1.9871277143427295,0.5893541103006846,0.5909454889236367,1.0,0.0,0.0,0.0,0.0,-0.0,1.0,1.0,0.0,0.8416666666666667,0.05416666666666667,0.025,0.029166666666666667,0.016666666666666666,0.008333333333333333,0.0125,0.0125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16216216153605342,0.0,0.0,0.0,0.30888030768772085,0.04247104230706161,0.4864864846081603,0.0,0.0
656,687,17,0.1551661491394043,0.9541359446673309,0.0,3.6704164884748156,0.9183204847304648,257.20709228515625,1.871124518710026,0.5842401873602014,0.5889338984546061,1.0,0.0,0.0,0.0,0.0,-0.0,1.0,1.0,0.0,0.9398907103825137,0.03278688524590164,0.00819672131147541,0.01366120218579235,0.0,0.00273224043715847,0.0,0.00273224043715847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13054830253120547,0.0,0.0,0.0,0.1932114877461841,0.023498694455616986,0.6527415126560274,0.0,0.0
672,703,20,0.11715318262577057,0.681796062533999,0.0,2.9963576744503784,0.9038147711042858,265.38958740234375,1.5573438627070813,0.570319159061602,0.5833494766367049,1.0,0.0,0.0,0.0,0.0,-0.0,1.0,1.0,0.0,0.9546742209631728,0.0339943342776204,0.0056657223796034,0.0,0.0,0.0028328611898017,0.0,0.0028328611898017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12332439645221341,0.0,0.0,0.0,0.13404825701327544,0.06702412850663772,0.6756032153469083,0.0,0.0
688,719,24,0.16049447655677795,1.5262233174169269,0.0,5.887197586604905,0.8772416278314445,281.04296875,2.421150040409817,0.6083088535473148,0.5908372897098878,1.0,0.0,0.0,0.0,0.0,-0.0,1.0,1.0,0.0,0.9492537313432836,0.03582089552238806,0.0029850746268656717,0.0,0.0,0.0029850746268656717,0.0029850746268656717,0.005970149253731343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13091921969103282,0.0,0.0,0.0,0.11420612781558181,0.18662952594253615,0.5598885778276084,0.0,0.0083565459377255
704,735,21,0.14479155838489532,1.52130456983897,0.0,5.124027340749822,0.84370635990459,305.2714538574219,2.2453286246815702,0.6006661650177877,0.5937859523022577,1.0,0.0,0.0,0.0,0.0,-0.0,1.0,1.0,0.0,0.9393258426966292,0.04044943820224719,0.011235955056179775,0.0,0.0022471910112359553,0.0,0.0044943820224719105,0.0022471910112359553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08798283242922139,0.0,0.0,0.0,0.15450643743668147,0.2789699564828971,0.43776823940393084,0.0,0.0407725321013465
720,751,19,0.10459037125110626,0.9864350487991738,0.0,3.2431420742966734,0.884473134686658,316.89703369140625,1.6732051587686294,0.5754735903379133,0.5882922437129544,1.0,0.0,0.0,0.0,0.0,-0.0,1.0,1.0,0.0,0.9099307159353349,0.057736720554272515,0.016166281755196306,0.004618937644341801,0.009237875288683603,0.0,0.0,0.0023094688221709007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04867256626399875,0.0,0.0,0.0,0.24778761007126635,0.25442477819817527,0.3761061938581721,0.0,0.07300884939599812
736,767,14,0.048533979803323746,0.6801365933206795,0.0,2.1801524355859874,0.9710132073693775,290.9375,1.3030203723934968,0.5589527164484577,0.5794903855336053,1.0,0.0,0.0,0.0,0.0,-0.0,1.0,1.0,0.0,0.9065040650406504,0.052845528455284556,0.016260162601626018,0.008130081300813009,0.0,0.008130081300813009,0.0040650406504065045,0.0040650406504065045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02307692298816568,0.0,0.0,0.0,0.38461538313609467,0.1384615379289941,0.2961538450147929,0.0,0.15769230708579882
752,783,9,0.041863422840833664,0.4917660834756111,0.16832833557147603,0.9568142015617113,0.9610566722464324,159.48080444335938,1.021521121670724,0.5462997581664106,0.5695331973234469,1.0,0.0,0.0,0.0,0.0,-0.0,1.0,1.0,0.0,0.8487394957983193,0.058823529411764705,0.01680672268907563,0.03361344537815126,0.025210084033613446,0.0,0.008403361344537815,0.008403361344537815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5859374954223633,0.0,0.10156249920654298,0.0,0.31249999755859376
768,799,4,0.04258020222187042,0.3773377780858196,0.21873353233593357,0.5783215257806519,0.9493950249446838,78.58116149902344,0.9137708553680267,0.541439762438972,0.5611051668581044,1.0,0.0,0.0,0.0,0.0,-0.0,1.0,1.0,0.0,0.7448979591836735,0.15306122448979592,0.05102040816326531,0.02040816326530612,0.0,0.01020408163265306,0.01020408163265306,0.01020408163265306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6862745030757402,0.0,0.0,0.0,0.3137254871203384
784,815,4,0.04261036217212677,0.37901900338434513,0.2181225040403657,0.5013977286500065,0.98204729619108,75.25044250488281,0.922571537826587,0.5418370192141093,0.5553247225649058,1.0,0.0,0.0,0.0,0.0,-0.0,1.0,1.0,0.0,0.6593406593406593,0.16483516483516483,0.054945054945054944,0.06593406593406594,0.03296703296703297,0.01098901098901099,0.0,0.01098901098901099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6631578877562327,0.0,0.0,0.0,0.33684210171745155
