orig_frame,proc_frame,track_id,x1,y1,x2,y2,cx,cy,score
3,3,16,624.6845,467.80582,679.0479,609.6227,651.8662,538.71423,0.46777889132499695
3,3,17,303.21393,666.2215,373.9957,928.03503,338.6048,797.1283,0.38989174365997314
3,3,18,208.26753,581.52563,272.49078,785.6849,240.37915,683.6052,0.369101881980896
4,4,1,1088.1995,759.1918,1175.1588,1015.72363,1131.6792,887.4577,0.8273892402648926
4,4,2,995.0176,1002.77094,1083.9099,1079.3658,1039.4637,1041.0684,0.549448549747467
4,4,3,0.8188162,830.5494,96.3882,1079.666,48.603508,955.10767,0.6584336161613464
4,4,4,88.01439,863.9583,158.56499,1079.405,123.28969,971.68164,0.6275625824928284
4,4,5,1073.5189,584.6413,1162.4802,798.8766,1117.9995,691.7589,0.6913061738014221
4,4,6,829.21533,500.26093,881.74536,677.06335,855.48035,588.6621,0.7249884605407715
4,4,7,1217.3799,944.4342,1298.6683,1079.2175,1258.0242,1011.82587,0.5285465121269226
4,4,8,467.93488,562.3537,526.7647,751.3993,497.3498,656.87646,0.6071069836616516
4,4,9,554.01044,716.1827,639.1335,1000.26056,596.57196,858.2216,0.6877531409263611
4,4,10,555.0892,414.36304,599.56116,568.0388,577.3252,491.20093,0.5308681726455688
4,4,11,599.7372,852.48035,679.39386,1079.5875,639.56555,966.03394,0.3798866271972656
4,4,12,836.5376,746.78107,922.9547,1022.53217,879.74615,884.6566,0.7417067289352417
4,4,13,949.5251,411.1629,1007.5774,556.4836,978.5513,483.82324,0.43665745854377747
4,4,14,696.7114,396.81717,738.4702,532.66956,717.5908,464.74335,0.4495909512042999
4,4,15,449.41586,842.1184,539.31464,1079.3741,494.36523,960.7463,0.3929038941860199
4,4,16,624.6474,469.59082,678.2233,611.4562,651.43536,540.5235,0.5202824473381042
4,4,17,303.21393,666.2215,373.9957,928.03503,338.6048,797.1283,0.38989174365997314
4,4,18,199.83807,581.4844,274.11502,782.9588,236.97655,682.22156,0.35164082050323486
4,4,19,128.89835,477.2741,187.5962,655.0237,158.24728,566.1489,0.42251724004745483
5,5,1,1087.7019,761.44165,1176.977,1015.79065,1132.3395,888.61615,0.8366224765777588
5,5,2,1002.05035,1010.90424,1087.5881,1079.3661,1044.8192,1045.1351,0.6947990655899048
5,5,3,1.3388729,828.29376,93.44939,1079.7274,47.39413,954.0106,0.605150043964386
5,5,4,82.37067,864.97705,157.92375,1079.3468,120.14721,972.1619,0.6665396690368652
5,5,5,1075.9172,588.2114,1161.621,799.01324,1118.769,693.6123,0.6511545181274414
5,5,6,829.38696,502.08536,881.7662,676.6963,855.57654,589.3908,0.7516714930534363
5,5,7,1221.631,950.65063,1296.9241,1079.3749,1259.2776,1015.01276,0.4950021803379059
5,5,8,467.1409,560.1062,524.88965,747.69257,496.01526,653.8994,0.6337282061576843
5,5,9,553.1362,720.7623,638.4743,1009.007,595.8053,864.88464,0.6743142604827881
5,5,10,557.09155,412.0088,599.5702,566.54236,578.3309,489.27557,0.4911903738975525
5,5,11,605.9884,861.87195,682.1165,1079.955,644.0525,970.91345,0.5094242691993713
5,5,12,835.9883,748.5874,922.39795,1022.95526,879.1931,885.77136,0.7995771169662476
5,5,13,949.5251,411.1629,1007.5774,556.4836,978.5513,483.82324,0.43665745854377747
5,5,14,696.45105,395.79547,738.7576,533.2044,717.6044,464.49994,0.43431755900382996
5,5,15,449.41586,842.1184,539.31464,1079.3741,494.36523,960.7463,0.3929038941860199
5,5,16,625.4269,469.2442,678.8998,610.3796,652.1633,539.8119,0.5516193509101868
5,5,17,303.21393,666.2215,373.9957,928.03503,338.6048,797.1283,0.38989174365997314
5,5,18,199.83807,581.4844,274.11502,782.9588,236.97655,682.22156,0.35164082050323486
5,5,19,128.90744,478.39987,186.94922,656.46606,157.92833,567.433,0.37861084938049316
5,5,20,767.2704,411.248,813.51416,551.7255,790.3923,481.48676,0.4234311580657959
5,5,21,192.64615,470.86282,243.39262,628.4755,218.01938,549.6692,0.3540228307247162
6,6,1,1086.4933,765.79376,1176.9039,1016.5725,1131.6986,891.1831,0.8340561985969543
6,6,2,1004.0078,1017.07983,1088.755,1079.3594,1046.3813,1048.2196,0.587050199508667
6,6,3,1.1379948,827.298,89.7996,1079.594,45.468796,953.446,0.5461974740028381
6,6,4,81.989624,867.16364,152.86621,1079.3364,117.42792,973.25,0.6963887214660645
6,6,5,1078.6068,591.4358,1163.1198,801.94977,1120.8633,696.69275,0.7317241430282593
6,6,6,829.23914,503.28296,883.6519,677.3435,856.44556,590.31323,0.7128333449363708
6,6,7,1224.1084,954.55975,1295.8691,1079.5,1259.9888,1017.0299,0.553524374961853
6,6,8,466.74158,560.1249,524.7516,753.7511,495.74658,656.938,0.6848132014274597
6,6,9,553.8245,722.8424,638.45605,1016.02,596.14026,869.4312,0.696645200252533
6,6,10,557.46606,412.3553,598.9922,565.81146,578.2291,489.08337,0.463010311126709
6,6,11,603.01025,869.10834,684.8529,1079.368,643.9316,974.23816,0.48477092385292053
6,6,12,836.2459,750.2676,921.91705,1022.8553,879.0815,886.5614,0.7466043829917908
6,6,13,949.5251,411.1629,1007.5774,556.4836,978.5513,483.82324,0.43665745854377747
6,6,14,696.45105,395.79547,738.7576,533.2044,717.6044,464.49994,0.43431755900382996
6,6,15,449.41586,842.1184,539.31464,1079.3741,494.36523,960.7463,0.3929038941860199
6,6,16,625.6171,473.23758,678.5652,610.54486,652.0912,541.89124,0.517471194267273
6,6,17,294.872,677.30023,363.5915,941.9227,329.23175,809.61145,0.35473743081092834
6,6,18,195.61946,584.29736,272.72125,797.1489,234.17035,690.72314,0.45207202434539795
6,6,19,128.24997,480.70114,186.6949,656.8118,157.47244,568.7565,0.451389878988266
6,6,20,767.2704,411.248,813.51416,551.7255,790.3923,481.48676,0.4234311580657959
6,6,21,194.13176,470.4365,244.69792,621.9311,219.41484,546.1838,0.4312267303466797
6,6,22,1138.7391,963.77423,1254.1396,1079.0258,1196.4395,1021.4,0.6248852014541626
7,7,1,1085.4435,769.12866,1177.9004,1020.1856,1131.6719,894.6571,0.8280041217803955
7,7,2,1004.0078,1017.07983,1088.755,1079.3594,1046.3813,1048.2196,0.587050199508667
7,7,3,1.4139576,829.28,90.67505,1079.7554,46.044502,954.5177,0.4504425525665283
7,7,4,80.302864,870.02545,150.24542,1079.327,115.27414,974.6763,0.6954800486564636
7,7,5,1082.1831,594.3463,1164.6185,798.6742,1123.4009,696.51025,0.6841453313827515
7,7,6,828.1461,503.15454,884.1783,678.1015,856.16223,590.62805,0.7369815707206726
7,7,7,1225.8921,956.00885,1297.74,1079.7607,1261.816,1017.88477,0.4936952590942383
7,7,8,465.68408,563.9437,523.45953,758.4145,494.5718,661.1791,0.6830314993858337
7,7,9,551.6129,724.9895,637.8675,1019.91943,594.74023,872.45447,0.6716388463973999
7,7,10,556.53937,411.9583,600.3237,566.23663,578.4315,489.09747,0.46365615725517273
7,7,11,604.12537,876.2164,687.3336,1078.2755,645.7295,977.246,0.51474529504776
7,7,12,836.84424,752.14844,920.8682,1021.41705,878.8562,886.7827,0.6180448532104492
7,7,13,949.5251,411.1629,1007.5774,556.4836,978.5513,483.82324,0.43665745854377747
7,7,14,697.5829,396.39273,740.2046,533.8008,718.89374,465.09674,0.4148460626602173
7,7,15,449.41586,842.1184,539.31464,1079.3741,494.36523,960.7463,0.3929038941860199
7,7,16,626.0058,478.55127,679.12305,611.4819,652.56445,545.0166,0.49850019812583923
7,7,17,291.43573,677.34845,366.02954,941.5581,328.73264,809.45325,0.37367334961891174
7,7,18,195.61946,584.29736,272.72125,797.1489,234.17035,690.72314,0.45207202434539795
7,7,19,127.18163,487.72223,185.7323,658.1963,156.45697,572.9592,0.36226001381874084
7,7,20,766.13293,412.48505,814.1167,550.587,790.1248,481.536,0.352927565574646
7,7,21,194.13176,470.4365,244.69792,621.9311,219.41484,546.1838,0.4312267303466797
7,7,22,1142.9265,969.17377,1260.7562,1078.899,1201.8413,1024.0364,0.4770148694515228
8,8,1,1085.2593,772.34314,1177.779,1032.2083,1131.5192,902.2757,0.82329922914505
8,8,2,1007.65106,1028.7035,1086.768,1079.471,1047.2095,1054.0872,0.41330358386039734
8,8,3,1.4139576,829.28,90.67505,1079.7554,46.044502,954.5177,0.4504425525665283
8,8,4,80.81915,872.8171,149.33139,1079.3004,115.07527,976.0587,0.584841251373291
8,8,5,1085.055,597.68823,1164.109,800.78235,1124.582,699.2353,0.6636999845504761
8,8,6,827.7534,503.58997,884.5827,683.70447,856.1681,593.6472,0.7335311770439148
8,8,7,1228.0237,960.7698,1298.9817,1079.1488,1263.5027,1019.9593,0.5239131450653076
8,8,8,463.0992,567.6781,523.26135,765.6426,493.1803,666.66034,0.6779767274856567
8,8,9,550.42163,726.1828,637.2334,1031.0094,593.8275,878.59607,0.7072874903678894
8,8,10,556.8181,418.89206,601.4119,569.8695,579.115,494.3808,0.45555371046066284
8,8,11,604.12537,876.2164,687.3336,1078.2755,645.7295,977.246,0.51474529504776
8,8,12,836.463,751.7145,920.48676,1022.8466,878.47485,887.2805,0.5799193978309631
8,8,13,949.5251,411.1629,1007.5774,556.4836,978.5513,483.82324,0.43665745854377747
8,8,14,698.0397,396.3738,740.4038,533.95245,719.22174,465.16315,0.3733990788459778
8,8,15,449.41586,842.1184,539.31464,1079.3741,494.36523,960.7463,0.3929038941860199
8,8,16,625.68463,483.77087,679.96216,612.5032,652.82336,548.137,0.44831353425979614
8,8,17,289.43378,679.58923,369.88913,943.10706,329.66144,811.34814,0.3955673277378082
8,8,18,195.61946,584.29736,272.72125,797.1489,234.17035,690.72314,0.45207202434539795
8,8,19,127.50886,487.40158,184.12025,658.33014,155.81456,572.86584,0.38097426295280457
8,8,20,766.13293,412.48505,814.1167,550.587,790.1248,481.536,0.352927565574646
8,8,21,194.13176,470.4365,244.69792,621.9311,219.41484,546.1838,0.4312267303466797
8,8,22,1142.9265,969.17377,1260.7562,1078.899,1201.8413,1024.0364,0.4770148694515228
9,9,1,1085.9894,776.7177,1178.9922,1042.8928,1132.4907,909.8053,0.8164739608764648
9,9,2,1007.65106,1028.7035,1086.768,1079.471,1047.2095,1054.0872,0.41330358386039734
9,9,3,1.4139576,829.28,90.67505,1079.7554,46.044502,954.5177,0.4504425525665283
9,9,4,77.24305,874.91656,148.35504,1079.5122,112.79904,977.21436,0.5832226276397705
9,9,5,1086.0989,603.4759,1162.0001,802.64374,1124.0496,703.0598,0.4874211549758911
9,9,6,827.7911,505.61346,886.0102,689.1115,856.90063,597.3625,0.7381336688995361
9,9,7,1229.4572,963.86816,1299.3148,1079.0099,1264.386,1021.439,0.3683299124240875
9,9,8,461.19244,568.32465,523.62854,774.493,492.4105,671.4088,0.6863052845001221
9,9,9,550.01965,732.144,636.2931,1032.4281,593.1564,882.286,0.7395158410072327
9,9,10,557.81085,424.16577,602.5494,571.3242,580.1801,497.745,0.41408011317253113
9,9,11,604.12537,876.2164,687.3336,1078.2755,645.7295,977.246,0.51474529504776
9,9,12,836.74335,755.3724,919.6319,1020.93036,878.1876,888.15137,0.7233483195304871
9,9,13,949.5251,411.1629,1007.5774,556.4836,978.5513,483.82324,0.43665745854377747
9,9,14,698.108,401.76273,740.5712,533.7389,719.3396,467.7508,0.39647406339645386
9,9,15,449.41586,842.1184,539.31464,1079.3741,494.36523,960.7463,0.3929038941860199
9,9,16,625.37695,484.79437,680.8675,613.0156,653.1222,548.905,0.535636305809021
9,9,17,283.86252,682.54254,367.92474,943.9177,325.89362,813.2301,0.44107890129089355
9,9,18,195.61946,584.29736,272.72125,797.1489,234.17035,690.72314,0.45207202434539795
9,9,19,126.869225,487.39026,182.16818,659.77527,154.5187,573.58276,0.4118790030479431
9,9,20,763.70184,416.0154,816.04236,551.4902,789.8721,483.7528,0.3844650685787201
9,9,21,194.13176,470.4365,244.69792,621.9311,219.41484,546.1838,0.4312267303466797
9,9,22,1142.9265,969.17377,1260.7562,1078.899,1201.8413,1024.0364,0.4770148694515228
10,10,1,1086.7598,779.55743,1178.253,1048.8705,1132.5063,914.214,0.7736016511917114
10,10,2,1007.65106,1028.7035,1086.768,1079.471,1047.2095,1054.0872,0.41330358386039734
10,10,3,1.4139576,829.28,90.67505,1079.7554,46.044502,954.5177,0.4504425525665283
10,10,4,65.127594,878.06146,146.78601,1079.5118,105.9568,978.7866,0.39027246832847595
10,10,5,1087.1752,611.3756,1164.2549,806.4174,1125.7151,708.8965,0.3813464641571045
10,10,6,827.2189,508.90933,886.979,694.9247,857.09894,601.917,0.7491539120674133
10,10,7,1229.4572,963.86816,1299.3148,1079.0099,1264.386,1021.439,0.3683299124240875
10,10,8,459.37393,571.9642,524.9217,781.0344,492.14783,676.49927,0.6147651076316833
10,10,9,549.2071,735.05975,634.804,1033.1807,592.00555,884.12024,0.7645848393440247
10,10,10,557.81085,424.16577,602.5494,571.3242,580.1801,497.745,0.41408011317253113
10,10,11,604.12537,876.2164,687.3336,1078.2755,645.7295,977.246,0.51474529504776
10,10,12,834.2062,756.73456,918.68524,1024.2135,876.4457,890.474,0.5603607296943665
10,10,13,923.1519,414.82184,1012.2628,589.3271,967.7074,502.07446,0.48636898398399353
10,10,14,698.0341,404.47217,741.93164,536.05145,719.9829,470.2618,0.43009230494499207
10,10,15,449.41586,842.1184,539.31464,1079.3741,494.36523,960.7463,0.3929038941860199
10,10,16,626.40485,483.72495,680.70807,613.61194,653.55646,548.66846,0.5474830865859985
10,10,17,281.3448,684.489,366.14304,949.45593,323.7439,816.9725,0.4516046941280365
10,10,18,195.61946,584.29736,272.72125,797.1489,234.17035,690.72314,0.45207202434539795
10,10,19,126.16141,488.30246,180.78494,661.53534,153.47318,574.9189,0.4084271192550659
10,10,20,763.70184,416.0154,816.04236,551.4902,789.8721,483.7528,0.3844650685787201
10,10,21,194.13176,470.4365,244.69792,621.9311,219.41484,546.1838,0.4312267303466797
10,10,22,1142.9265,969.17377,1260.7562,1078.899,1201.8413,1024.0364,0.4770148694515228
10,10,23,877.7637,417.25317,922.6068,554.6293,900.18524,485.94122,0.3529558479785919
11,11,1,1086.1428,783.77356,1176.5818,1058.4177,1131.3623,921.09564,0.7263010144233704
11,11,2,1007.65106,1028.7035,1086.768,1079.471,1047.2095,1054.0872,0.41330358386039734
11,11,3,1.4139576,829.28,90.67505,1079.7554,46.044502,954.5177,0.4504425525665283
11,11,4,60.041878,882.1167,146.19708,1079.5199,103.11948,980.8183,0.4623539447784424
11,11,5,1089.0374,611.1119,1161.2485,810.99634,1125.143,711.0541,0.3571985065937042
11,11,6,826.21814,510.55453,886.94977,697.22107,856.584,603.8878,0.7552492618560791
11,11,7,1232.7269,976.84155,1306.5996,1078.6002,1269.6633,1027.721,0.4363132417201996
11,11,8,459.90134,576.6813,524.54596,782.2745,492.22363,679.4779,0.6099434494972229
11,11,9,549.71783,738.0574,632.5488,1035.7605,591.1333,886.90894,0.7477986812591553
11,11,10,555.9201,425.00424,602.8057,581.8844,579.3629,503.44434,0.38571107387542725
11,11,11,604.12537,876.2164,687.3336,1078.2755,645.7295,977.246,0.51474529504776
11,11,12,834.5286,760.95966,918.72125,1036.8073,876.62494,898.8834,0.7785057425498962
11,11,13,930.6671,413.83844,1011.9545,589.3398,971.3108,501.5891,0.40816378593444824
11,11,14,698.3621,405.76404,742.3915,536.9731,720.37683,471.36856,0.39714285731315613
11,11,15,449.41586,842.1184,539.31464,1079.3741,494.36523,960.7463,0.3929038941860199
11,11,16,626.8524,473.67548,680.17896,617.26953,653.5157,545.47253,0.5509191751480103
11,11,17,279.52917,685.2878,364.6098,948.0618,322.0695,816.6748,0.47608304023742676
11,11,18,195.61946,584.29736,272.72125,797.1489,234.17035,690.72314,0.45207202434539795
11,11,19,126.16141,488.30246,180.78494,661.53534,153.47318,574.9189,0.4084271192550659
11,11,20,761.79443,417.7972,815.5959,556.8609,788.6952,487.32904,0.35256218910217285
11,11,21,194.13176,470.4365,244.69792,621.9311,219.41484,546.1838,0.4312267303466797
11,11,22,1142.9265,969.17377,1260.7562,1078.899,1201.8413,1024.0364,0.4770148694515228
11,11,23,877.7637,417.25317,922.6068,554.6293,900.18524,485.94122,0.3529558479785919
12,12,1,1087.4459,782.8845,1176.96,1060.1418,1132.2029,921.5132,0.721706211566925
12,12,2,1007.65106,1028.7035,1086.768,1079.471,1047.2095,1054.0872,0.41330358386039734
12,12,3,1.4139576,829.28,90.67505,1079.7554,46.044502,954.5177,0.4504425525665283
12,12,4,60.86958,885.9354,145.07309,1079.5442,102.97134,982.7398,0.6031098365783691
12,12,5,1089.0374,611.1119,1161.2485,810.99634,1125.143,711.0541,0.3571985065937042
12,12,6,825.87427,511.56696,887.2642,700.43304,856.5692,606.0,0.719277024269104
12,12,7,1235.0369,982.69403,1307.234,1079.5526,1271.1355,1031.1233,0.5362454056739807
12,12,8,461.78943,578.6487,522.636,787.0733,492.2127,682.86096,0.6591793894767761
12,12,9,549.28436,740.3418,632.1556,1037.2252,590.72,888.7835,0.7361904382705688
12,12,10,553.70215,427.17844,603.5291,582.8302,578.6156,505.00433,0.40204015374183655
12,12,11,597.75006,916.8361,674.36676,1080.0,636.0584,998.4181,0.4085499048233032
12,12,12,833.3788,762.83777,917.7112,1047.8224,875.545,905.3301,0.5495775938034058
12,12,13,935.38214,414.56332,1010.5186,590.9942,972.9504,502.77875,0.6001167297363281
12,12,14,697.44476,407.69644,741.35657,538.20776,719.40063,472.9521,0.4117598831653595
12,12,15,440.44833,903.6789,537.95105,1078.7666,489.1997,991.2228,0.4607783854007721
12,12,16,627.0684,471.845,679.6244,619.9477,653.34644,545.89636,0.5588646531105042
12,12,17,277.01984,685.00165,364.62756,942.3163,320.8237,813.65894,0.527513325214386
12,12,18,180.086,604.42206,271.06668,825.81525,225.57634,715.11865,0.3543153405189514
12,12,19,126.16141,488.30246,180.78494,661.53534,153.47318,574.9189,0.4084271192550659
12,12,20,761.79443,417.7972,815.5959,556.8609,788.6952,487.32904,0.35256218910217285
12,12,21,194.13176,470.4365,244.69792,621.9311,219.41484,546.1838,0.4312267303466797
12,12,22,1142.9265,969.17377,1260.7562,1078.899,1201.8413,1024.0364,0.4770148694515228
12,12,23,877.7637,417.25317,922.6068,554.6293,900.18524,485.94122,0.3529558479785919
12,12,24,324.5139,880.0241,396.646,1048.6901,360.57996,964.35706,0.45332765579223633
13,13,1,1086.9552,785.9583,1177.5253,1064.1677,1132.2402,925.063,0.7525731921195984
13,13,2,1007.65106,1028.7035,1086.768,1079.471,1047.2095,1054.0872,0.41330358386039734
13,13,3,1.4139576,829.28,90.67505,1079.7554,46.044502,954.5177,0.4504425525665283
13,13,4,56.143635,889.3413,144.52003,1079.5536,100.33183,984.44745,0.630794882774353
13,13,5,1089.0374,611.1119,1161.2485,810.99634,1125.143,711.0541,0.3571985065937042
13,13,6,825.895,515.9257,887.66345,711.6152,856.77924,613.77045,0.6963776350021362
13,13,7,1240.2356,992.2621,1311.1084,1079.3815,1275.672,1035.8218,0.43528831005096436
13,13,8,461.42023,583.50745,522.78784,791.3119,492.10403,687.40967,0.6884655952453613
13,13,9,549.3072,742.7182,631.806,1038.8671,590.55664,890.7926,0.7821721434593201
13,13,10,553.08264,429.15942,603.38275,583.558,578.23267,506.3587,0.36268600821495056
13,13,11,597.75006,916.8361,674.36676,1080.0,636.0584,998.4181,0.4085499048233032
13,13,12,832.72876,769.80566,917.26447,1066.9397,874.9966,918.3727,0.672265887260437
13,13,13,935.38214,414.56332,1010.5186,590.9942,972.9504,502.77875,0.6001167297363281
13,13,14,697.44476,407.69644,741.35657,538.20776,719.40063,472.9521,0.4117598831653595
13,13,15,437.5192,910.6004,537.841,1079.2417,487.6801,994.921,0.4134962260723114
13,13,16,627.2978,471.96915,679.6262,621.44257,653.46204,546.7059,0.4261220395565033
13,13,17,278.99185,689.6684,363.37585,940.86694,321.18384,815.2677,0.35674628615379333
13,13,18,180.086,604.42206,271.06668,825.81525,225.57634,715.11865,0.3543153405189514
13,13,19,126.16141,488.30246,180.78494,661.53534,153.47318,574.9189,0.4084271192550659
13,13,20,762.33154,418.82184,816.0234,562.8308,789.1775,490.82632,0.4080144762992859
13,13,21,204.17735,466.14215,256.7945,633.8401,230.48593,549.9911,0.3800024688243866
13,13,22,1142.9265,969.17377,1260.7562,1078.899,1201.8413,1024.0364,0.4770148694515228
13,13,23,878.7222,423.50778,920.8516,556.58185,899.7869,490.0448,0.394057959318161
13,13,24,319.31226,880.0852,393.98193,1052.5833,356.6471,966.3342,0.5632191300392151
13,13,25,520.88873,573.2791,576.4276,770.2994,548.6582,671.78925,0.3560999929904938
14,14,1,1087.7297,789.19135,1178.3398,1066.2766,1133.0348,927.734,0.7694117426872253
14,14,2,1007.65106,1028.7035,1086.768,1079.471,1047.2095,1054.0872,0.41330358386039734
14,14,3,1.4139576,829.28,90.67505,1079.7554,46.044502,954.5177,0.4504425525665283
14,14,4,45.170643,891.0336,143.41809,1079.5522,94.294365,985.29297,0.5459222793579102
14,14,5,1089.0374,611.1119,1161.2485,810.99634,1125.143,711.0541,0.3571985065937042
14,14,6,826.12695,517.78625,886.5894,711.11444,856.35815,614.4503,0.7366697788238525
14,14,7,1241.8195,997.2923,1316.5168,1079.6617,1279.1682,1038.477,0.3511415719985962
14,14,8,461.06845,585.6561,522.34467,786.3835,491.70654,686.0198,0.744651734828949
