start_proc_frame,end_proc_frame,start_orig_frame,end_orig_frame,crowd_count,occupancy,mean_speed,median_speed,speed_std,dir_entropy,mean_pairwise_distance,risk_raw,risk_score,risk_ema,act_p_Normal,act_p_Light_Panic,act_p_Fight,act_p_Violent_Group,act_p_Stampede,act_entropy,act_top_prob,act_top2_gap,act_abnormal_prob,vel_hist_0,vel_hist_1,vel_hist_2,vel_hist_3,vel_hist_4,vel_hist_5,vel_hist_6,vel_hist_7,density_0,density_1,density_2,density_3,density_4,density_5,density_6,density_7,density_8,density_9,density_10,density_11,density_12,density_13,density_14,density_15,source_file,video_id,start_frame,end_frame,escalation_level_heur,surge_label_heur,escalation_level,surge_label,delta_crowd_count,delta_occupancy,delta_mean_speed,delta_risk_ema,delta_risk_score,speed_per_person
160.0,191.0,,,58,0.51195824,3.4978290102431884,0.0,7.698648745984523,0.5988330001988803,617.8135375976562,3.913228716114282,0.6707316655706508,0.6716023559441449,1.0,0.0,0.0,0.0,0.0,-0.0,1.0,1.0,0.0,0.8204393505253104,0.1165234001910219,0.0401146131805157,0.0124164278892072,0.0038204393505253,0.0019102196752626,0.0019102196752626,0.0028653295128939,0.0117647058717061,0.0135746606211994,0.0,0.0,0.0606334841080239,0.0,0.0371040723646117,0.0253393664929055,0.1384615383362339,0.0814479637271964,0.0597285067332773,0.0190045248696791,0.1864253391978051,0.0796380089777031,0.15022624420794,0.1366515835867406,/Users/ithikash/Downloads/Crowd-Analysis-main/fusion/alpha_fused_fast/alpha_windows.csv,alpha_fused_fast,,,2,1,2,1,-2.0,0.07808064000000003,0.019090790355736686,-0.000373153017211858,0.0031280235457075145,0.060307395688548156
176.0,207.0,,,61,0.6627043,3.1348721162949755,0.0,8.06191909892897,0.5513437031610784,574.5291137695312,3.7940429332539822,0.6659282157679162,0.6699001138912762,1.0,0.0,0.0,0.0,0.0,-0.0,1.0,1.0,0.0,0.8493031358885017,0.0862369337979094,0.0374564459930313,0.0130662020905923,0.0060975609756097,0.0017421602787456,0.0008710801393728,0.0052264808362369,0.0281224151959285,0.0256410256198171,0.0,0.0,0.0471464019461154,0.0248138957611134,0.0256410256198171,0.0099255583044453,0.1273779982403821,0.0777502067181553,0.0645161289788948,0.0215053763262982,0.1455748551318652,0.0909842844574158,0.1497105044253842,0.1612903224472371,/Users/ithikash/Downloads/Crowd-Analysis-main/fusion/alpha_fused_fast/alpha_windows.csv,alpha_fused_fast,,,2,1,2,1,3.0,0.15074606000000002,-0.36295689394821284,-0.0017022420528686188,-0.004803449802734616,0.05139134532628902
192.0,223.0,,,64,0.5740442,2.628740707546668,0.0,7.592561940568849,0.5693273145661288,571.906005859375,3.531976962843672,0.655245550728049,0.665503744942308,1.0,0.0,0.0,0.0,0.0,-0.0,1.0,1.0,0.0,0.904503105590062,0.0582298136645962,0.0217391304347826,0.0085403726708074,0.0015527950310559,0.0015527950310559,0.0015527950310559,0.0023291925465838,0.0170118343069439,0.0162721893370767,0.0,0.0,0.0695266271675098,0.082100591655251,0.0221893490960137,0.0081360946685383,0.12869822475688,0.0658284023181742,0.0510355029208317,0.0162721893370767,0.1553254436720965,0.1153846152992717,0.140532544274754,0.1116863904499361,/Users/ithikash/Downloads/Crowd-Analysis-main/fusion/alpha_fused_fast/alpha_windows.csv,alpha_fused_fast,,,2,1,2,1,3.0,-0.08866010000000002,-0.5061314087483075,-0.004396368948968221,-0.010682665039867145,0.041074072913634296
208.0,239.0,,,66,0.53342474,3.0455260951125736,0.0,7.563926664201699,0.6481721280430561,473.7810668945313,3.741702714501118,0.6638077899441208,0.6649949584428518,1.0,0.0,0.0,0.0,0.0,-0.0,1.0,1.0,0.0,0.8874700718276137,0.0806065442936951,0.0175578611332801,0.00877893056664,0.0007980845969672,0.0,0.0015961691939345,0.0031923383878691,0.0015163002262954,0.0045489006788863,0.0,0.0,0.1000758149354997,0.1182714176510451,0.0227445033944317,0.0272934040733181,0.0955269142566134,0.0667172099569998,0.0470053070151589,0.0212282031681363,0.2001516298709995,0.129643669348261,0.1046247156143861,0.060652009051818,/Users/ithikash/Downloads/Crowd-Analysis-main/fusion/alpha_fused_fast/alpha_windows.csv,alpha_fused_fast,,,2,1,2,1,2.0,-0.04061946000000005,0.41678538756590555,-0.0005087864994561819,0.008562239216071799,0.04614433407527636
224.0,255.0,,,58,0.4988582,3.605920368704623,0.0,7.062690144710443,0.6580442361738666,590.307861328125,3.896598210892736,0.6700635286670676,0.6665155295101165,1.0,0.0,0.0,0.0,0.0,-0.0,1.0,1.0,0.0,0.8573943661971831,0.1056338028169014,0.0246478873239436,0.0088028169014084,0.0008802816901408,0.0008802816901408,0.0008802816901408,0.0008802816901408,0.0,0.0,0.0,0.0,0.1122278056011492,0.0837520937322009,0.0376884421794904,0.0242881071823382,0.0569514237378966,0.094639865917387,0.0276381909316263,0.0326633165555583,0.2546063649458908,0.1273031824729454,0.093802344980065,0.0544388609259305,/Users/ithikash/Downloads/Crowd-Analysis-main/fusion/alpha_fused_fast/alpha_windows.csv,alpha_fused_fast,,,2,1,2,1,-8.0,-0.03456653999999998,0.5603942735920495,0.0015205710672646644,0.006255738722946824,0.0621710397678204
240.0,271.0,,,60,0.43823856,3.617800551920359,0.0,6.80612844108028,0.6224896812369876,569.4521484375,3.8415332956723782,0.6678463788743966,0.6669147843194005,1.0,0.0,0.0,0.0,0.0,-0.0,1.0,1.0,0.0,0.7900797165633304,0.149689991142604,0.0354295837023915,0.0159433126660761,0.0017714791851195,0.0044286979627989,0.0017714791851195,0.0008857395925597,0.0,0.0,0.0,0.0,0.1320437341193913,0.0639192598284951,0.0664423885059357,0.0033641715699207,0.0714886458608169,0.0941968039577823,0.0185029436345643,0.0428931875164901,0.1951219510554062,0.1261564338720299,0.0992430613126635,0.0866274179254605,/Users/ithikash/Downloads/Crowd-Analysis-main/fusion/alpha_fused_fast/alpha_windows.csv,alpha_fused_fast,,,2,1,2,1,2.0,-0.060619639999999975,0.011880183215736029,0.0003992548092840442,-0.0022171497926710693,0.06029667486039474
256.0,287.0,,,54,0.41823703,3.279941394713612,0.0,6.875163602759197,0.6008032629152139,623.9088745117188,3.7037330560484527,0.6622654018333215,0.6655199695735767,1.0,0.0,0.0,0.0,0.0,-0.0,1.0,1.0,0.0,0.8787610619469026,0.0991150442477876,0.0150442477876106,0.0008849557522123,0.0035398230088495,0.0017699115044247,0.0,0.0008849557522123,0.0,0.0,0.0,0.0,0.1326013512393569,0.0760135134493129,0.0836148647942442,0.0,0.096283783702463,0.0785472972309566,0.0439189188818252,0.0456081080695877,0.0971283782963442,0.139358107990407,0.0945945945147005,0.1123310809862068,/Users/ithikash/Downloads/Crowd-Analysis-main/fusion/alpha_fused_fast/alpha_windows.csv,alpha_fused_fast,,,2,1,2,1,-6.0,-0.02000152999999999,-0.3378591572067471,-0.0013948147458238136,-0.005580977041075075,0.06073965433285107
272.0,303.0,,,52,0.40036333,3.5006123798338993,0.0,7.91025706415731,0.6035792086675036,578.993408203125,3.948931036757658,0.6721636884563988,0.6675130852384233,1.0,0.0,0.0,0.0,0.0,-0.0,1.0,1.0,0.0,0.9475190839694656,0.0381679389312977,0.0076335877862595,0.0038167938931297,0.0009541984732824,0.0009541984732824,0.0,0.0009541984732824,0.0,0.0,0.0,0.0,0.096363636276033,0.0527272726793388,0.0836363635603305,0.0072727272661157,0.0827272726520661,0.0890909090099173,0.0972727271842975,0.0545454544958677,0.0945454544595041,0.1281818180652892,0.0809090908355371,0.1327272726066115,/Users/ithikash/Downloads/Crowd-Analysis-main/fusion/alpha_fused_fast/alpha_windows.csv,alpha_fused_fast,,,2,1,2,1,-2.0,-0.017873699999999992,0.22067098512028727,0.001993115664846612,0.009898286623077346,0.06731946754835445
288.0,319.0,,,49,0.3927804,3.921495289380589,0.0,8.167088647194891,0.6174765330001877,576.98779296875,4.146098247183302,0.6800139790207165,0.6712633533731113,1.0,0.0,0.0,0.0,0.0,-0.0,1.0,1.0,0.0,0.9277364505844846,0.055260361317747,0.0095642933049946,0.0063761955366631,0.0,0.0,0.0,0.0010626992561105,0.0,0.0,0.0,0.0,0.0525252524721967,0.0191919191725334,0.044444444399551,0.0242424242179369,0.068686868617488,0.0757575756810529,0.1222222220987654,0.0808080807264564,0.1515151513621059,0.0919191918263442,0.0727272726538108,0.1959595957616569,/Users/ithikash/Downloads/Crowd-Analysis-main/fusion/alpha_fused_fast/alpha_windows.csv,alpha_fused_fast,,,2,1,2,1,-3.0,-0.007582930000000043,0.4208829095466897,0.0037502681346879285,0.00785029056431763,0.08003051447653214
304.0,335.0,,,45,0.39872885,3.2187001289300157,0.0,7.227624228090712,0.6029631937631622,577.3475952148438,3.7302237851211624,0.6633418638545585,0.6688869065175453,1.0,0.0,0.0,0.0,0.0,-0.0,1.0,1.0,0.0,0.8692307692307693,0.0945054945054945,0.023076923076923,0.0054945054945054,0.0021978021978021,0.001098901098901,0.0021978021978021,0.0021978021978021,0.010471204177517,0.0,0.0,0.0,0.0293193716970477,0.017801047101779,0.0136125654307721,0.046073298381075,0.0659685863183575,0.0513089004698336,0.0764397904958745,0.0900523559266467,0.1717277485112798,0.1078534030284257,0.1036649213574189,0.2157068060568515,/Users/ithikash/Downloads/Crowd-Analysis-main/fusion/alpha_fused_fast/alpha_windows.csv,alpha_fused_fast,,,2,1,2,1,-4.0,0.0059484500000000495,-0.7027951604505733,-0.002376446855565928,-0.016672115166157964,0.07152666794229662
,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,-0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/ithikash/Downloads/Crowd-Analysis-main/fusion/alpha_fused/alpha_windows.csv,alpha_fused,0.0,31.0,0,0,0,0,-45.0,-0.39872885,-3.2187001289300157,-0.16888690651754534,-0.1633418638545585,0.0
,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,-0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/ithikash/Downloads/Crowd-Analysis-main/fusion/alpha_fused/alpha_windows.csv,alpha_fused,16.0,47.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,-0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/ithikash/Downloads/Crowd-Analysis-main/fusion/alpha_fused/alpha_windows.csv,alpha_fused,32.0,63.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,-0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/ithikash/Downloads/Crowd-Analysis-main/fusion/alpha_fused/alpha_windows.csv,alpha_fused,48.0,79.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,9,0.7526178359985352,4.184159543419262,1.7474169384764355,6.135038527966404,0.680270412845648,308.1869201660156,4.002081844270053,0.6742896428683789,0.5522868928605136,1.0,0.0,0.0,0.0,0.0,-0.0,1.0,1.0,0.0,0.7222222222222222,0.0555555555555555,0.0555555555555555,0.0,0.0,0.0555555555555555,0.0555555555555555,0.0555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333209876548,0.2222222139917698,0.2222222139917698,0.2222222139917698,0.0,0.0,0.0,/Users/ithikash/Downloads/Crowd-Analysis-main/fusion/alpha_fused/alpha_windows.csv,alpha_fused,64.0,95.0,1,0,1,0,9.0,0.7526178359985352,4.184159543419262,0.05228689286051358,0.1742896428683789,0.46490656427918864
,,,,11,0.776386022567749,3.828617469438035,1.058876332902772,7.995384716213913,0.9372764977296476,291.708251953125,4.2931205938450905,0.6858023845846027,0.5923415403777403,1.0,0.0,0.0,0.0,0.0,-0.0,1.0,1.0,0.0,0.8685714285714285,0.0228571428571428,0.0342857142857142,0.0171428571428571,0.0285714285714285,0.0057142857142857,0.0,0.0228571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1290322573707943,0.2204301063417736,0.2043010741704243,0.2849462350271707,0.1612903217134929,0.0,0.0,0.0,/Users/ithikash/Downloads/Crowd-Analysis-main/fusion/alpha_fused/alpha_windows.csv,alpha_fused,80.0,111.0,1,0,1,0,2.0,0.023768186569213867,-0.3555420739812267,0.04005464751722676,0.011512741716223851,0.34805610194381215
,,,,13,0.8649192452430725,3.174895818862502,0.814500575204231,7.9969502983139265,0.9601700642231168,316.1130676269531,4.045602910825959,0.6760251008167485,0.6174466085094428,1.0,0.0,0.0,0.0,0.0,-0.0,1.0,1.0,0.0,0.9080118694362018,0.0445103857566765,0.0,0.0237388724035608,0.0029673590504451,0.0118694362017804,0.0029673590504451,0.0059347181008902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.202857142277551,0.1828571423346938,0.1914285708816326,0.3171428562367347,0.1057142854122449,0.0,0.0,0.0,/Users/ithikash/Downloads/Crowd-Analysis-main/fusion/alpha_fused/alpha_windows.csv,alpha_fused,96.0,127.0,1,0,1,0,2.0,0.08853322267532349,-0.653721650575533,0.025105068131702435,-0.00977728376785425,0.24422273651075121
,,,,15,0.8590673804283142,1.8311748786377091,0.3287658530931988,5.71404632113837,0.970704254088094,313.5169372558594,3.171999452078696,0.6403139817338165,0.6243068204767549,1.0,0.0,0.0,0.0,0.0,-0.0,1.0,1.0,0.0,0.9477611940298508,0.0298507462686567,0.0049751243781094,0.0074626865671641,0.0024875621890547,0.0024875621890547,0.0,0.0049751243781094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1942446038507323,0.1870503592636682,0.1990407669087751,0.3165467618308231,0.1031175057479196,0.0,0.0,0.0,/Users/ithikash/Downloads/Crowd-Analysis-main/fusion/alpha_fused/alpha_windows.csv,alpha_fused,112.0,143.0,1,0,1,0,2.0,-0.005851864814758301,-1.343720940224793,0.006860211967312124,-0.03571111908293201,0.12207831710395947
,,,,16,0.8020254969596863,1.266034026534249,0.4113530319005339,3.639642089645901,0.9644581516935108,339.5610046386719,2.631034815076691,0.6173628922602807,0.6222236420118127,1.0,0.0,0.0,0.0,0.0,-0.0,1.0,1.0,0.0,0.9705215419501134,0.0158730158730158,0.0090702947845804,0.0,0.0022675736961451,0.0,0.0,0.0022675736961451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1466083147776623,0.229759299278426,0.2013129098439542,0.2888402619500213,0.1334792119617522,0.0,0.0,0.0,/Users/ithikash/Downloads/Crowd-Analysis-main/fusion/alpha_fused/alpha_windows.csv,alpha_fused,128.0,159.0,1,0,1,0,1.0,-0.05704188346862793,-0.5651408521034602,-0.0020831784649422147,-0.022951089473535746,0.07912712171294545
,,,,15,0.8473371863365173,1.6029429253475111,0.4693241975940039,4.379427654656292,0.9647491896645716,297.5440979003906,2.8769408321361913,0.6278677261735899,0.6239168672603459,1.0,0.0,0.0,0.0,0.0,-0.0,1.0,1.0,0.0,0.9568181818181818,0.0204545454545454,0.0113636363636363,0.0045454545454545,0.0045454545454545,0.0,0.0,0.0022727272727272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1450549447361429,0.2703296697355392,0.1670329666658616,0.2813186807003985,0.1362637359642555,0.0,0.0,0.0,/Users/ithikash/Downloads/Crowd-Analysis-main/fusion/alpha_fused/alpha_windows.csv,alpha_fused,144.0,175.0,1,0,1,0,-1.0,0.045311689376831055,0.33690889881326225,0.0016932252485332144,0.010504833913309142,0.10686285456564378
,,,,14,0.8568111658096313,1.406914814000826,0.407031464210571,3.5403823887247583,0.974445007775356,302.66778564453125,2.678490288574258,0.6193990385448335,0.6225615186456921,1.0,0.0,0.0,0.0,0.0,-0.0,1.0,1.0,0.0,0.927360774818402,0.0290556900726392,0.0121065375302663,0.009685230024213,0.0072639225181598,0.0072639225181598,0.0,0.0072639225181598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1358313814149148,0.2997658072605016,0.1498829036302508,0.2997658072605016,0.1147540980919107,0.0,0.0,0.0,/Users/ithikash/Downloads/Crowd-Analysis-main/fusion/alpha_fused/alpha_windows.csv,alpha_fused,160.0,191.0,1,0,1,0,-1.0,0.009473979473114014,-0.19602811134668507,-0.0013553486146538063,-0.00846868762875641,0.100493908107637
,,,,15,0.8321086764335632,1.0270762029133016,0.4220074924619826,2.2363692147593865,0.9770582022511876,276.1578369140625,2.3325207847299416,0.6044626563972653,0.617131859971164,1.0,0.0,0.0,0.0,0.0,-0.0,1.0,1.0,0.0,0.9367088607594936,0.030379746835443,0.0126582278481012,0.0075949367088607,0.0,0.0050632911392405,0.0025316455696202,0.0050632911392405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1414634142891136,0.312195121189768,0.156097560594884,0.312195121189768,0.078048780297442,0.0,0.0,0.0,/Users/ithikash/Downloads/Crowd-Analysis-main/fusion/alpha_fused/alpha_windows.csv,alpha_fused,176.0,207.0,1,0,1,0,1.0,-0.024702489376068115,-0.3798386110875245,-0.005429658674528048,-0.014936382147568206,0.06847174229610396
