frame,proc_frame,track_id,x1,y1,x2,y2,cx,cy,score
0,0,1,796.8969,284.62134,1279.0494,719.2691,1037.9731,501.94522,0.9229496121406555
0,0,2,123.02675,253.08084,257.7571,719.4247,190.39194,486.25275,0.8634223937988281
0,0,3,439.49454,227.9927,728.43964,718.9426,583.9671,473.46765,0.8626702427864075
0,0,4,246.5995,252.1228,475.1628,717.9058,360.88116,485.0143,0.8554172515869141
0,0,5,797.6517,283.83047,969.90784,719.8587,883.7798,501.8446,0.8124489188194275
0,0,6,0.0,205.45534,148.89255,718.2788,74.44627,461.86707,0.797743558883667
0,0,7,608.23395,301.40952,732.1284,720.0,670.18115,510.70477,0.6562614440917969
2,1,1,804.59717,294.71008,1279.2126,719.02936,1041.9049,506.86972,0.9169705510139465
2,1,2,144.42058,258.18375,276.3692,720.0,210.3949,489.09186,0.8466535806655884
2,1,3,440.2275,235.5693,733.5836,719.23004,586.9056,477.39966,0.8506824970245361
2,1,4,246.42169,256.59653,470.8504,719.4636,358.63605,488.0301,0.8679542541503906
2,1,5,807.13605,292.1205,977.84894,719.84265,892.4925,505.98157,0.7617994546890259
2,1,6,0.0,211.47034,130.00761,586.91284,65.00381,399.1916,0.46944460272789
2,1,7,627.3367,287.34015,740.34766,720.0,683.84216,503.67007,0.6167638301849365
4,2,1,818.3671,313.24026,1279.3462,719.1269,1048.8567,516.1836,0.8992417454719543
4,2,2,177.83817,268.6653,308.74527,712.96783,243.29172,490.8166,0.8008409738540649
4,2,3,440.1847,246.91895,749.54224,719.5371,594.86346,483.22803,0.8104152083396912
4,2,4,271.58356,269.85223,486.34497,718.8714,378.96426,494.36182,0.874096155166626
4,2,5,818.7913,315.06613,998.8655,719.7894,908.82837,517.4278,0.7874330282211304
4,2,6,0.0,211.47034,130.00761,586.91284,65.00381,399.1916,0.46944460272789
4,2,7,643.5422,309.7812,755.23773,720.0,699.38995,514.8906,0.6652054786682129
6,3,1,826.6104,314.33212,1276.2329,718.96954,1051.4216,516.6508,0.8659108877182007
6,3,2,197.99983,266.62115,324.3419,719.9792,261.17087,493.30017,0.8083207607269287
6,3,3,433.77432,246.51909,754.1288,719.3402,593.95154,482.92966,0.8599967956542969
6,3,4,277.4269,267.45587,488.5782,719.0013,383.00256,493.22858,0.8693276047706604
6,3,5,824.7291,317.8093,1005.26624,719.8773,914.9977,518.8433,0.8117498755455017
6,3,6,0.111112595,217.45868,94.50494,574.6243,47.308025,396.0415,0.40761202573776245
6,3,7,641.4761,306.87326,757.88275,720.0,699.67944,513.43665,0.5642918944358826
8,4,1,841.65466,316.7423,1279.0039,719.21106,1060.3293,517.9767,0.8545868992805481
8,4,2,230.01155,262.97806,356.21707,720.0,293.11432,491.489,0.8338624835014343
8,4,3,436.63498,245.14488,766.0072,719.28815,601.3211,482.21652,0.8402306437492371
8,4,4,287.97144,259.9987,498.56848,717.3225,393.26996,488.66058,0.799105167388916
8,4,5,832.71497,310.6842,1023.833,719.32745,928.274,515.00586,0.8382981419563293
8,4,6,0.0,202.46483,94.87466,715.4948,47.43733,458.97983,0.40630385279655457
8,4,7,653.28796,307.82928,774.01337,718.6604,713.65063,513.2449,0.6755845546722412
10,5,1,1074.4114,304.10583,1279.2007,717.3036,1176.806,510.7047,0.4536573886871338
10,5,2,242.03723,247.17978,366.31122,705.47845,304.17422,476.3291,0.7844541668891907
10,5,3,423.65158,222.76831,762.2808,719.56213,592.9662,471.16522,0.8780356645584106
10,5,4,286.43616,244.186,496.49185,719.30505,391.464,481.74554,0.7823102474212646
10,5,5,830.44934,296.7688,1019.0564,719.6253,924.75287,508.19705,0.7683733701705933
10,5,6,0.0,202.46483,94.87466,715.4948,47.43733,458.97983,0.40630385279655457
10,5,7,654.67773,297.59277,769.4554,720.0,712.0665,508.7964,0.6611444354057312
10,5,8,1227.0663,385.716,1279.5972,719.05115,1253.3318,552.38354,0.3635771572589874
12,6,1,1074.4114,304.10583,1279.2007,717.3036,1176.806,510.7047,0.4536573886871338
12,6,2,235.78636,219.46388,361.7775,714.7615,298.78192,467.11267,0.7551186084747314
12,6,3,402.89496,188.282,731.4779,718.3429,567.1864,453.31244,0.8753161430358887
12,6,4,273.93555,219.90768,468.2759,720.0,371.1057,469.95386,0.740407407283783
12,6,5,807.6779,255.9391,995.74585,718.8626,901.7119,487.40085,0.6344674825668335
12,6,6,0.0,202.46483,94.87466,715.4948,47.43733,458.97983,0.40630385279655457
12,6,7,637.2919,268.8462,744.3217,665.9296,690.80676,467.3879,0.6645256280899048
12,6,8,1198.7412,307.73148,1279.6213,719.6872,1239.1813,513.70935,0.5390090346336365
12,6,9,809.44806,265.45493,1272.6941,718.82776,1041.071,492.14136,0.8390768766403198
14,7,1,1074.4114,304.10583,1279.2007,717.3036,1176.806,510.7047,0.4536573886871338
14,7,2,225.37547,204.03633,354.95258,709.2538,290.16403,456.64505,0.7690500020980835
14,7,3,365.35406,175.78299,702.2032,719.45215,533.7786,447.61755,0.821783185005188
14,7,4,239.02675,197.94098,439.17386,720.0,339.1003,458.9705,0.5751591920852661
14,7,5,794.0083,241.03447,968.2954,719.9674,881.15186,480.50095,0.7242136001586914
14,7,6,0.0,202.46483,94.87466,715.4948,47.43733,458.97983,0.40630385279655457
14,7,7,612.54865,253.9589,715.0514,652.4902,663.80005,453.22455,0.6135064959526062
14,7,8,1170.8458,338.24255,1279.2687,717.71924,1225.0573,527.9809,0.36977821588516235
14,7,9,797.7698,232.58376,1278.7365,719.6388,1038.2532,476.11127,0.6817270517349243
16,8,1,1074.4114,304.10583,1279.2007,717.3036,1176.806,510.7047,0.4536573886871338
16,8,2,228.08902,206.04095,356.6939,714.69324,292.39148,460.3671,0.699622392654419
16,8,3,338.3203,167.5437,697.4066,719.1244,517.86346,443.33405,0.8438832759857178
16,8,4,254.72197,210.8213,425.11566,713.733,339.91882,462.27713,0.380119651556015
16,8,5,779.41907,225.12268,956.7576,718.93274,868.0884,472.0277,0.6889539361000061
16,8,6,0.0,202.46483,94.87466,715.4948,47.43733,458.97983,0.40630385279655457
16,8,7,603.887,231.30914,710.27264,635.81396,657.07983,433.56155,0.6102492213249207
16,8,8,1170.8458,338.24255,1279.2687,717.71924,1225.0573,527.9809,0.36977821588516235
16,8,9,784.44183,224.4348,1278.8196,718.98114,1031.6307,471.70798,0.8262326717376709
16,8,10,878.88806,220.30412,1100.6334,719.9301,989.76074,470.11713,0.5601595044136047
18,9,1,1074.4114,304.10583,1279.2007,717.3036,1176.806,510.7047,0.4536573886871338
18,9,2,228.08902,206.04095,356.6939,714.69324,292.39148,460.3671,0.699622392654419
18,9,3,343.12363,177.36868,694.0905,719.44086,518.60706,448.4048,0.8896586298942566
18,9,4,255.23552,223.19182,375.4836,717.22473,315.35956,470.20828,0.7051734924316406
18,9,5,792.4525,228.64227,959.6881,720.0,876.0703,474.32114,0.6981670260429382
18,9,6,0.0,202.46483,94.87466,715.4948,47.43733,458.97983,0.40630385279655457
18,9,7,613.38635,246.14235,717.31964,639.999,665.353,443.07068,0.49358972907066345
18,9,8,1173.564,299.28,1279.2717,719.7504,1226.4178,509.5152,0.36360806226730347
18,9,9,982.9309,232.06947,1278.2947,718.6512,1130.6128,475.36032,0.5176438689231873
18,9,10,793.1715,234.18617,1114.731,720.0,953.95123,477.09308,0.7204380631446838
18,9,11,1192.7252,222.307,1279.2168,382.6084,1235.971,302.4577,0.4109523594379425
20,10,1,1074.4114,304.10583,1279.2007,717.3036,1176.806,510.7047,0.4536573886871338
20,10,2,228.08902,206.04095,356.6939,714.69324,292.39148,460.3671,0.699622392654419
20,10,3,346.12326,181.43106,686.4384,718.93365,516.2808,450.18237,0.8820937871932983
20,10,4,261.90558,247.46613,384.6675,717.8143,323.28656,482.6402,0.48462149500846863
20,10,5,789.89453,234.22173,962.7302,718.65906,876.3124,476.4404,0.8028956651687622
20,10,6,0.0,202.46483,94.87466,715.4948,47.43733,458.97983,0.40630385279655457
20,10,7,616.2483,255.37683,721.38654,653.1356,668.8174,454.25623,0.4948398470878601
20,10,8,1178.3297,308.60886,1279.2578,720.0,1228.7937,514.30444,0.47893160581588745
20,10,9,1010.09076,231.81862,1277.6869,720.0,1143.8888,475.9093,0.5832405686378479
20,10,10,794.87756,235.65613,1118.2365,719.4227,956.557,477.53943,0.6750720739364624
20,10,11,1192.7252,222.307,1279.2168,382.6084,1235.971,302.4577,0.4109523594379425
20,10,12,289.2571,248.83759,387.23267,505.63034,338.24487,377.23395,0.4149511754512787
22,11,1,1074.4114,304.10583,1279.2007,717.3036,1176.806,510.7047,0.4536573886871338
22,11,2,228.08902,206.04095,356.6939,714.69324,292.39148,460.3671,0.699622392654419
22,11,3,344.171,185.63438,710.1042,719.3812,527.1376,452.5078,0.8945666551589966
22,11,4,287.4728,250.45074,394.8306,716.4781,341.1517,483.46442,0.41440024971961975
22,11,5,785.4063,238.6496,965.2122,720.0,875.30927,479.3248,0.7479700446128845
22,11,6,0.0,202.46483,94.87466,715.4948,47.43733,458.97983,0.40630385279655457
22,11,7,617.17084,259.2009,717.2333,593.5383,667.202,426.36963,0.544780969619751
22,11,8,1178.3297,308.60886,1279.2578,720.0,1228.7937,514.30444,0.47893160581588745
22,11,9,1010.09076,231.81862,1277.6869,720.0,1143.8888,475.9093,0.5832405686378479
22,11,10,788.6589,236.23024,1109.554,719.7363,949.10645,477.98328,0.6066476106643677
22,11,11,1184.3037,219.9987,1279.2512,381.2339,1231.7775,300.6163,0.41603347659111023
22,11,12,300.5532,260.41138,386.7864,452.38333,343.6698,356.39734,0.3824167549610138
24,12,1,1074.4114,304.10583,1279.2007,717.3036,1176.806,510.7047,0.4536573886871338
24,12,2,228.08902,206.04095,356.6939,714.69324,292.39148,460.3671,0.699622392654419
24,12,3,309.2587,195.27473,682.07306,719.81964,495.6659,457.54718,0.8398752808570862
24,12,4,287.4728,250.45074,394.8306,716.4781,341.1517,483.46442,0.41440024971961975
24,12,5,779.38904,242.8975,963.61633,718.9369,871.5027,480.9172,0.7389096021652222
24,12,6,0.0,202.46483,94.87466,715.4948,47.43733,458.97983,0.40630385279655457
24,12,7,609.87585,250.2195,713.0529,578.33923,661.46436,414.27936,0.5151374340057373
24,12,8,1178.3297,308.60886,1279.2578,720.0,1228.7937,514.30444,0.47893160581588745
24,12,9,1010.09076,231.81862,1277.6869,720.0,1143.8888,475.9093,0.5832405686378479
24,12,10,783.7897,233.92632,1278.945,719.5462,1031.3673,476.73627,0.7337773442268372
24,12,11,1172.5054,224.22359,1279.2756,386.1006,1225.8905,305.16208,0.4441777765750885
24,12,12,305.3665,273.14868,382.93823,442.73273,344.15234,357.9407,0.4510304927825928
26,13,1,1074.4114,304.10583,1279.2007,717.3036,1176.806,510.7047,0.4536573886871338
26,13,2,228.08902,206.04095,356.6939,714.69324,292.39148,460.3671,0.699622392654419
26,13,3,301.11127,206.95732,682.7051,718.7864,491.90817,462.87186,0.8847623467445374
26,13,4,287.4728,250.45074,394.8306,716.4781,341.1517,483.46442,0.41440024971961975
26,13,5,767.83594,244.46373,956.19696,720.0,862.0165,482.23187,0.722804605960846
26,13,6,0.0,202.46483,94.87466,715.4948,47.43733,458.97983,0.40630385279655457
26,13,7,605.45636,267.93347,703.64166,582.2156,654.549,425.07452,0.6061858534812927
26,13,8,1178.3297,308.60886,1279.2578,720.0,1228.7937,514.30444,0.47893160581588745
26,13,9,1010.09076,231.81862,1277.6869,720.0,1143.8888,475.9093,0.5832405686378479
26,13,10,772.9899,243.35915,1103.6365,719.45593,938.31323,481.40753,0.5904478430747986
26,13,11,1162.901,231.21555,1279.5588,399.82953,1221.23,315.52252,0.577201783657074
26,13,12,312.45123,272.35553,383.1301,451.64203,347.79065,361.99878,0.41078269481658936
28,14,1,1074.4114,304.10583,1279.2007,717.3036,1176.806,510.7047,0.4536573886871338
28,14,2,228.08902,206.04095,356.6939,714.69324,292.39148,460.3671,0.699622392654419
28,14,3,316.67404,212.71255,685.5412,718.9911,501.1076,465.8518,0.894180417060852
28,14,4,287.4728,250.45074,394.8306,716.4781,341.1517,483.46442,0.41440024971961975
28,14,5,763.61084,251.70998,949.55414,720.0,856.5825,485.85498,0.7664833068847656
28,14,6,0.0,202.46483,94.87466,715.4948,47.43733,458.97983,0.40630385279655457
28,14,7,601.7273,288.67017,694.4691,688.2414,648.0982,488.45578,0.6185646653175354
28,14,8,1178.3297,308.60886,1279.2578,720.0,1228.7937,514.30444,0.47893160581588745
28,14,9,1010.09076,231.81862,1277.6869,720.0,1143.8888,475.9093,0.5832405686378479
28,14,10,766.2779,248.09952,1279.2494,719.4578,1022.7637,483.7787,0.6211293935775757
28,14,11,1149.9941,240.43999,1276.5906,411.36002,1213.2924,325.9,0.5535039901733398
28,14,12,312.45123,272.35553,383.1301,451.64203,347.79065,361.99878,0.41078269481658936
28,14,13,196.13602,309.00467,265.18387,452.89963,230.65994,380.95215,0.4622834324836731
30,15,1,1074.4114,304.10583,1279.2007,717.3036,1176.806,510.7047,0.4536573886871338
30,15,2,228.08902,206.04095,356.6939,714.69324,292.39148,460.3671,0.699622392654419
30,15,3,304.3914,222.29095,675.0949,719.0058,489.74316,470.64838,0.9081410765647888
30,15,4,287.4728,250.45074,394.8306,716.4781,341.1517,483.46442,0.41440024971961975
30,15,5,755.55786,258.92508,957.7667,719.4925,856.6623,489.2088,0.8096396327018738
30,15,6,0.0,223.34984,71.85562,718.0113,35.92781,470.68057,0.41960328817367554
30,15,7,601.7273,288.67017,694.4691,688.2414,648.0982,488.45578,0.6185646653175354
30,15,8,1178.3297,308.60886,1279.2578,720.0,1228.7937,514.30444,0.47893160581588745
30,15,9,1010.09076,231.81862,1277.6869,720.0,1143.8888,475.9093,0.5832405686378479
30,15,10,758.42175,260.58548,1278.8196,718.8008,1018.62067,489.6931,0.904524564743042
30,15,11,1149.9941,240.43999,1276.5906,411.36002,1213.2924,325.9,0.5535039901733398
30,15,12,312.45123,272.35553,383.1301,451.64203,347.79065,361.99878,0.41078269481658936
