frame,proc_frame,track_id,x1,y1,x2,y2,cx,cy,score
478,239,1,844.27673,226.27155,1279.5563,479.98523,1061.9165,353.1284,0.5248704552650452
480,240,1,844.27673,226.27155,1279.5563,479.98523,1061.9165,353.1284,0.5248704552650452
482,241,1,844.27673,226.27155,1279.5563,479.98523,1061.9165,353.1284,0.5248704552650452
484,242,1,844.27673,226.27155,1279.5563,479.98523,1061.9165,353.1284,0.5248704552650452
486,243,1,844.27673,226.27155,1279.5563,479.98523,1061.9165,353.1284,0.5248704552650452
488,244,1,844.27673,226.27155,1279.5563,479.98523,1061.9165,353.1284,0.5248704552650452
490,245,1,844.27673,226.27155,1279.5563,479.98523,1061.9165,353.1284,0.5248704552650452
492,246,1,844.27673,226.27155,1279.5563,479.98523,1061.9165,353.1284,0.5248704552650452
494,247,1,844.27673,226.27155,1279.5563,479.98523,1061.9165,353.1284,0.5248704552650452
496,248,1,844.27673,226.27155,1279.5563,479.98523,1061.9165,353.1284,0.5248704552650452
498,249,1,844.27673,226.27155,1279.5563,479.98523,1061.9165,353.1284,0.5248704552650452
500,250,1,844.27673,226.27155,1279.5563,479.98523,1061.9165,353.1284,0.5248704552650452
502,251,1,844.27673,226.27155,1279.5563,479.98523,1061.9165,353.1284,0.5248704552650452
504,252,1,844.27673,226.27155,1279.5563,479.98523,1061.9165,353.1284,0.5248704552650452
506,253,1,844.27673,226.27155,1279.5563,479.98523,1061.9165,353.1284,0.5248704552650452
508,254,1,844.27673,226.27155,1279.5563,479.98523,1061.9165,353.1284,0.5248704552650452
510,255,1,844.27673,226.27155,1279.5563,479.98523,1061.9165,353.1284,0.5248704552650452
512,256,1,844.27673,226.27155,1279.5563,479.98523,1061.9165,353.1284,0.5248704552650452
514,257,1,844.27673,226.27155,1279.5563,479.98523,1061.9165,353.1284,0.5248704552650452
516,258,1,844.27673,226.27155,1279.5563,479.98523,1061.9165,353.1284,0.5248704552650452
516,258,2,0.0,386.42746,140.30052,719.31116,70.15026,552.8693,0.40324705839157104
518,259,1,844.27673,226.27155,1279.5563,479.98523,1061.9165,353.1284,0.5248704552650452
518,259,2,0.0,388.45016,132.56178,718.92944,66.28089,553.6898,0.3658507466316223
520,260,1,844.27673,226.27155,1279.5563,479.98523,1061.9165,353.1284,0.5248704552650452
520,260,2,0.0,388.45016,132.56178,718.92944,66.28089,553.6898,0.3658507466316223
522,261,1,844.27673,226.27155,1279.5563,479.98523,1061.9165,353.1284,0.5248704552650452
522,261,2,0.0,388.45016,132.56178,718.92944,66.28089,553.6898,0.3658507466316223
524,262,1,844.27673,226.27155,1279.5563,479.98523,1061.9165,353.1284,0.5248704552650452
524,262,2,0.0,388.45016,132.56178,718.92944,66.28089,553.6898,0.3658507466316223
526,263,1,844.27673,226.27155,1279.5563,479.98523,1061.9165,353.1284,0.5248704552650452
526,263,2,0.0,388.45016,132.56178,718.92944,66.28089,553.6898,0.3658507466316223
528,264,1,844.27673,226.27155,1279.5563,479.98523,1061.9165,353.1284,0.5248704552650452
528,264,2,0.0,388.45016,132.56178,718.92944,66.28089,553.6898,0.3658507466316223
